"","TIMESTAMP.entire.","minutes","matric_head.entire..t.","irrig_on"
"1",2015-02-20 10:00:00,0,242.192881745121,0
"2",2015-02-20 10:15:00,15,242.020665901263,0
"3",2015-02-20 10:30:00,30,242.020665901263,0
"4",2015-02-20 10:45:00,45,241.848450057405,0
"5",2015-02-20 11:00:00,60,242.422502870264,0
"6",2015-02-20 11:15:00,75,242.078071182549,0
"7",2015-02-20 11:30:00,90,242.250287026406,0
"8",2015-02-20 11:45:00,105,241.791044776119,0
"9",2015-02-20 12:00:00,120,242.135476463835,1
"10",2015-02-20 12:15:00,135,242.192881745121,1
"11",2015-02-20 12:30:00,150,214.293915040184,1
"12",2015-02-20 12:45:00,165,149.483352468427,1
"13",2015-02-20 13:00:00,180,147.35935706085,1
"14",2015-02-20 13:15:00,195,146.670493685419,1
"15",2015-02-20 13:30:00,210,142.766934557979,1
"16",2015-02-20 13:45:00,225,140.413318025258,1
"17",2015-02-20 14:00:00,240,141.331802525832,1
"18",2015-02-20 14:15:00,255,140.011481056257,1
"19",2015-02-20 14:30:00,270,141.216991963261,1
"20",2015-02-20 14:45:00,285,142.135476463835,1
"21",2015-02-20 15:00:00,300,139.380022962112,0
"22",2015-02-20 15:15:00,315,137.485648679679,0
"23",2015-02-20 15:30:00,330,138.231917336395,0
"24",2015-02-20 15:45:00,345,138.289322617681,0
"25",2015-02-20 16:00:00,360,140.241102181401,0
"26",2015-02-20 16:15:00,375,142.020665901263,0
"27",2015-02-20 16:30:00,390,146.211251435132,0
"28",2015-02-20 16:45:00,405,146.842709529277,0
"29",2015-02-20 17:00:00,420,146.268656716418,0
"30",2015-02-20 17:15:00,435,149.885189437428,0
"31",2015-02-20 17:30:00,450,157.921928817451,0
"32",2015-02-20 17:45:00,465,193.972445464983,0
"33",2015-02-20 18:00:00,480,208.381171067738,0
"34",2015-02-20 18:15:00,495,218.599311136625,0
"35",2015-02-20 18:30:00,510,221.239954075775,0
"36",2015-02-20 18:45:00,525,222.330654420207,0
"37",2015-02-20 19:00:00,540,223.478760045924,0
"38",2015-02-20 19:15:00,555,224.626865671642,0
"39",2015-02-20 19:30:00,570,225.430539609644,0
"40",2015-02-20 19:45:00,585,226.406429391504,0
"41",2015-02-20 20:00:00,600,227.15269804822,0
"42",2015-02-20 20:15:00,615,228.013777267509,0
"43",2015-02-20 20:30:00,630,228.989667049369,0
"44",2015-02-20 20:45:00,645,229.621125143513,0
"45",2015-02-20 21:00:00,660,230.309988518944,0
"46",2015-02-20 21:15:00,675,231.05625717566,0
"47",2015-02-20 21:30:00,690,231.745120551091,0
"48",2015-02-20 21:45:00,705,232.089552238806,0
"49",2015-02-20 22:00:00,720,233.065442020666,0
"50",2015-02-20 22:15:00,735,233.295063145809,0
"51",2015-02-20 22:30:00,750,233.754305396096,0
"52",2015-02-20 22:45:00,765,234.213547646383,0
"53",2015-02-20 23:00:00,780,234.557979334099,0
"54",2015-02-20 23:15:00,795,235.132032146958,0
"55",2015-02-20 23:30:00,810,235.591274397245,0
"56",2015-02-20 23:45:00,825,235.93570608496,0
"57",2015-02-21 00:00:00,840,236.107921928817,0
"58",2015-02-21 00:15:00,855,236.222732491389,0
"59",2015-02-21 00:30:00,870,236.567164179104,0
"60",2015-02-21 00:45:00,885,236.739380022962,0
"61",2015-02-21 01:00:00,900,236.969001148106,0
"62",2015-02-21 01:15:00,915,237.313432835821,0
"63",2015-02-21 01:30:00,930,237.543053960964,0
"64",2015-02-21 01:45:00,945,237.830080367394,0
"65",2015-02-21 02:00:00,960,238.002296211251,0
"66",2015-02-21 02:15:00,975,238.346727898967,0
"67",2015-02-21 02:30:00,990,238.404133180253,0
"68",2015-02-21 02:45:00,1005,238.748564867968,0
"69",2015-02-21 03:00:00,1020,238.978185993111,0
"70",2015-02-21 03:15:00,1035,239.207807118255,0
"71",2015-02-21 03:30:00,1050,239.265212399541,0
"72",2015-02-21 03:45:00,1065,239.494833524684,0
"73",2015-02-21 04:00:00,1080,239.781859931114,0
"74",2015-02-21 04:15:00,1095,240.011481056257,0
"75",2015-02-21 04:30:00,1110,240.068886337543,0
"76",2015-02-21 04:45:00,1125,240.355912743972,0
"77",2015-02-21 05:00:00,1140,240.470723306544,0
"78",2015-02-21 05:15:00,1155,240.642939150402,0
"79",2015-02-21 05:30:00,1170,240.815154994259,0
"80",2015-02-21 05:45:00,1185,240.815154994259,0
"81",2015-02-21 06:00:00,1200,241.044776119403,0
"82",2015-02-21 06:15:00,1215,241.216991963261,0
"83",2015-02-21 06:30:00,1230,241.274397244546,0
"84",2015-02-21 06:45:00,1245,241.50401836969,0
"85",2015-02-21 07:00:00,1260,241.618828932262,0
"86",2015-02-21 07:15:00,1275,241.561423650976,0
"87",2015-02-21 07:30:00,1290,241.733639494834,0
"88",2015-02-21 07:45:00,1305,241.848450057405,0
"89",2015-02-21 08:00:00,1320,241.848450057405,0
"90",2015-02-21 08:15:00,1335,241.905855338691,0
"91",2015-02-21 08:30:00,1350,242.020665901263,0
"92",2015-02-21 08:45:00,1365,241.905855338691,0
"93",2015-02-21 09:00:00,1380,241.676234213548,0
"94",2015-02-21 09:15:00,1395,242.307692307692,0
"95",2015-02-21 09:30:00,1410,241.561423650976,0
"96",2015-02-21 09:45:00,1425,241.389207807118,0
