"","TIMESTAMP.entire.","minutes","matric_head.entire..t.","irrig_on"
"1",2015-02-20 10:00:00,0,115.0401836969,0
"2",2015-02-20 10:15:00,15,114.982778415614,0
"3",2015-02-20 10:30:00,30,113.777267508611,0
"4",2015-02-20 10:45:00,45,114.35132032147,0
"5",2015-02-20 11:00:00,60,114.236509758898,0
"6",2015-02-20 11:15:00,75,114.580941446613,0
"7",2015-02-20 11:30:00,90,115.097588978186,0
"8",2015-02-20 11:45:00,105,115.384615384615,0
"9",2015-02-20 12:00:00,120,115.0401836969,1
"10",2015-02-20 12:15:00,135,114.753157290471,1
"11",2015-02-20 12:30:00,150,115.901262916188,1
"12",2015-02-20 12:45:00,165,116.934557979334,1
"13",2015-02-20 13:00:00,180,116.245694603904,1
"14",2015-02-20 13:15:00,195,114.810562571757,1
"15",2015-02-20 13:30:00,210,110.218140068886,1
"16",2015-02-20 13:45:00,225,103.90355912744,1
"17",2015-02-20 14:00:00,240,96.7853042479908,1
"18",2015-02-20 14:15:00,255,89.7244546498278,1
"19",2015-02-20 14:30:00,270,84.8450057405281,1
"20",2015-02-20 14:45:00,285,80.8266360505167,1
"21",2015-02-20 15:00:00,300,78.760045924225,0
"22",2015-02-20 15:15:00,315,78.1859931113662,0
"23",2015-02-20 15:30:00,330,77.1526980482204,0
"24",2015-02-20 15:45:00,345,77.2675086107922,0
"25",2015-02-20 16:00:00,360,78.3582089552239,0
"26",2015-02-20 16:15:00,375,80.0803673938002,0
"27",2015-02-20 16:30:00,390,81.8599311136625,0
"28",2015-02-20 16:45:00,405,82.8932261768083,0
"29",2015-02-20 17:00:00,420,84.5579793340987,0
"30",2015-02-20 17:15:00,435,86.5671641791045,0
"31",2015-02-20 17:30:00,450,88.0022962112514,0
"32",2015-02-20 17:45:00,465,89.609644087256,0
"33",2015-02-20 18:00:00,480,90.8151549942595,0
"34",2015-02-20 18:15:00,495,91.7910447761194,0
"35",2015-02-20 18:30:00,510,92.939150401837,0
"36",2015-02-20 18:45:00,525,93.8002296211251,0
"37",2015-02-20 19:00:00,540,94.8909299655568,0
"38",2015-02-20 19:15:00,555,95.9242250287027,0
"39",2015-02-20 19:30:00,570,96.8427095292767,0
"40",2015-02-20 19:45:00,585,97.5889781859931,0
"41",2015-02-20 20:00:00,600,98.6796785304248,0
"42",2015-02-20 20:15:00,615,99.3685419058554,0
"43",2015-02-20 20:30:00,630,100.344431687715,0
"44",2015-02-20 20:45:00,645,100.803673938002,0
"45",2015-02-20 21:00:00,660,101.836969001148,0
"46",2015-02-20 21:15:00,675,102.296211251435,0
"47",2015-02-20 21:30:00,690,103.329506314581,0
"48",2015-02-20 21:45:00,705,103.559127439724,0
"49",2015-02-20 22:00:00,720,104.59242250287,0
"50",2015-02-20 22:15:00,735,104.936854190586,0
"51",2015-02-20 22:30:00,750,105.510907003444,0
"52",2015-02-20 22:45:00,765,105.85533869116,0
"53",2015-02-20 23:00:00,780,106.429391504018,0
"54",2015-02-20 23:15:00,795,107.118254879449,0
"55",2015-02-20 23:30:00,810,107.52009184845,0
"56",2015-02-20 23:45:00,825,108.094144661309,0
"57",2015-02-21 00:00:00,840,108.610792192882,0
"58",2015-02-21 00:15:00,855,108.610792192882,0
"59",2015-02-21 00:30:00,870,108.897818599311,0
"60",2015-02-21 00:45:00,885,109.184845005741,0
"61",2015-02-21 01:00:00,900,109.357060849598,0
"62",2015-02-21 01:15:00,915,109.644087256028,0
"63",2015-02-21 01:30:00,930,109.988518943743,0
"64",2015-02-21 01:45:00,945,110.218140068886,0
"65",2015-02-21 02:00:00,960,110.562571756602,0
"66",2015-02-21 02:15:00,975,110.849598163031,0
"67",2015-02-21 02:30:00,990,111.194029850746,0
"68",2015-02-21 02:45:00,1005,111.366245694604,0
"69",2015-02-21 03:00:00,1020,111.653272101033,0
"70",2015-02-21 03:15:00,1035,112.055109070034,0
"71",2015-02-21 03:30:00,1050,112.055109070034,0
"72",2015-02-21 03:45:00,1065,112.39954075775,0
"73",2015-02-21 04:00:00,1080,112.686567164179,0
"74",2015-02-21 04:15:00,1095,113.030998851894,0
"75",2015-02-21 04:30:00,1110,113.203214695752,0
"76",2015-02-21 04:45:00,1125,113.490241102181,0
"77",2015-02-21 05:00:00,1140,113.719862227325,0
"78",2015-02-21 05:15:00,1155,113.892078071183,0
"79",2015-02-21 05:30:00,1170,114.06429391504,0
"80",2015-02-21 05:45:00,1185,114.35132032147,0
"81",2015-02-21 06:00:00,1200,114.638346727899,0
"82",2015-02-21 06:15:00,1215,114.638346727899,0
"83",2015-02-21 06:30:00,1230,115.0401836969,0
"84",2015-02-21 06:45:00,1245,115.154994259472,0
"85",2015-02-21 07:00:00,1260,115.269804822044,0
"86",2015-02-21 07:15:00,1275,115.499425947187,0
"87",2015-02-21 07:30:00,1290,115.614236509759,0
"88",2015-02-21 07:45:00,1305,115.958668197474,0
"89",2015-02-21 08:00:00,1320,116.073478760046,0
"90",2015-02-21 08:15:00,1335,115.901262916188,0
"91",2015-02-21 08:30:00,1350,116.303099885189,0
"92",2015-02-21 08:45:00,1365,116.417910447761,0
"93",2015-02-21 09:00:00,1380,116.073478760046,0
"94",2015-02-21 09:15:00,1395,117.164179104478,0
"95",2015-02-21 09:30:00,1410,116.130884041332,0
"96",2015-02-21 09:45:00,1425,116.130884041332,0
