"","TIMESTAMP.entire.","minutes","matric_head.entire..t.","irrig_on"
"1",2015-03-12 08:45:00,0,211.079219288175,0
"2",2015-03-12 09:00:00,15,210.505166475316,0
"3",2015-03-12 09:15:00,30,210.792192881745,0
"4",2015-03-12 09:30:00,45,210.562571756602,0
"5",2015-03-12 09:45:00,60,210.907003444317,0
"6",2015-03-12 10:00:00,75,211.194029850746,0
"7",2015-03-12 10:15:00,90,212.169919632606,0
"8",2015-03-12 10:30:00,105,212.11251435132,0
"9",2015-03-12 10:45:00,120,212.514351320322,1
"10",2015-03-12 11:00:00,135,213.260619977038,1
"11",2015-03-12 11:15:00,150,213.662456946039,1
"12",2015-03-12 11:30:00,165,215.384615384615,1
"13",2015-03-12 11:45:00,180,216.360505166475,1
"14",2015-03-12 12:00:00,195,215.729047072331,1
"15",2015-03-12 12:15:00,210,216.99196326062,1
"16",2015-03-12 12:30:00,225,217.910447761194,0
"17",2015-03-12 12:45:00,240,219.230769230769,0
"18",2015-03-12 13:00:00,255,219.517795637199,0
"19",2015-03-12 13:15:00,270,218.312284730195,0
"20",2015-03-12 13:30:00,285,216.819747416762,0
"21",2015-03-12 13:45:00,300,216.360505166475,0
"22",2015-03-12 14:00:00,315,217.910447761194,0
"23",2015-03-12 14:15:00,330,218.541905855339,0
"24",2015-03-12 14:30:00,345,219.63260619977,0
"25",2015-03-12 14:45:00,360,220.551090700344,0
"26",2015-03-12 15:00:00,375,221.814006888634,0
"27",2015-03-12 15:15:00,390,222.158438576349,0
"28",2015-03-12 15:30:00,405,224.225028702641,0
"29",2015-03-12 15:45:00,420,225.086107921929,0
"30",2015-03-12 16:00:00,435,224.971297359357,0
"31",2015-03-12 16:15:00,450,225.889781859931,0
"32",2015-03-12 16:30:00,465,225.832376578645,0
"33",2015-03-12 16:45:00,480,226.636050516648,0
"34",2015-03-12 17:00:00,495,226.46383467279,0
"35",2015-03-12 17:15:00,510,226.349024110218,0
"36",2015-03-12 17:30:00,525,226.061997703789,0
"37",2015-03-12 17:45:00,540,226.406429391504,0
"38",2015-03-12 18:00:00,555,226.406429391504,0
"39",2015-03-12 18:15:00,570,226.061997703789,0
"40",2015-03-12 18:30:00,585,226.061997703789,0
"41",2015-03-12 18:45:00,600,225.832376578645,0
"42",2015-03-12 19:00:00,615,225.602755453502,0
"43",2015-03-12 19:15:00,630,225.143513203215,0
"44",2015-03-12 19:30:00,645,224.684270952928,0
"45",2015-03-12 19:45:00,660,224.110218140069,0
"46",2015-03-12 20:00:00,675,223.593570608496,0
"47",2015-03-12 20:15:00,690,223.53616532721,0
"48",2015-03-12 20:30:00,705,223.306544202067,0
"49",2015-03-12 20:45:00,720,223.076923076923,0
"50",2015-03-12 21:00:00,735,222.904707233065,0
"51",2015-03-12 21:15:00,750,222.502870264064,0
"52",2015-03-12 21:30:00,765,222.388059701493,0
"53",2015-03-12 21:45:00,780,222.388059701493,0
"54",2015-03-12 22:00:00,795,222.445464982778,0
"55",2015-03-12 22:15:00,810,222.330654420207,0
"56",2015-03-12 22:30:00,825,222.330654420207,0
"57",2015-03-12 22:45:00,840,221.928817451206,0
"58",2015-03-12 23:00:00,855,221.928817451206,0
"59",2015-03-12 23:15:00,870,221.986222732491,0
"60",2015-03-12 23:30:00,885,221.641791044776,0
"61",2015-03-12 23:45:00,900,221.526980482204,0
"62",2015-03-13 00:00:00,915,221.58438576349,0
"63",2015-03-13 00:15:00,930,221.526980482204,0
"64",2015-03-13 00:30:00,945,221.239954075775,0
"65",2015-03-13 00:45:00,960,221.239954075775,0
"66",2015-03-13 01:00:00,975,221.182548794489,0
"67",2015-03-13 01:15:00,990,221.010332950631,0
"68",2015-03-13 01:30:00,1005,221.125143513203,0
"69",2015-03-13 01:45:00,1020,221.010332950631,0
"70",2015-03-13 02:00:00,1035,221.067738231917,0
"71",2015-03-13 02:15:00,1050,220.665901262916,0
"72",2015-03-13 02:30:00,1065,220.551090700344,0
"73",2015-03-13 02:45:00,1080,220.665901262916,0
"74",2015-03-13 03:00:00,1095,220.436280137773,0
"75",2015-03-13 03:15:00,1110,220.436280137773,0
"76",2015-03-13 03:30:00,1125,220.264064293915,0
"77",2015-03-13 03:45:00,1140,220.264064293915,0
"78",2015-03-13 04:00:00,1155,220.321469575201,0
"79",2015-03-13 04:15:00,1170,220.551090700344,0
"80",2015-03-13 04:30:00,1185,220.378874856487,0
"81",2015-03-13 04:45:00,1200,220.378874856487,0
"82",2015-03-13 05:00:00,1215,220.436280137773,0
"83",2015-03-13 05:15:00,1230,220.378874856487,0
"84",2015-03-13 05:30:00,1245,220.378874856487,0
"85",2015-03-13 05:45:00,1260,220.091848450057,0
"86",2015-03-13 06:00:00,1275,219.862227324914,0
"87",2015-03-13 06:15:00,1290,219.690011481056,0
"88",2015-03-13 06:30:00,1305,219.63260619977,0
"89",2015-03-13 06:45:00,1320,219.690011481056,0
"90",2015-03-13 07:00:00,1335,219.575200918485,0
"91",2015-03-13 07:15:00,1350,219.690011481056,0
"92",2015-03-13 07:30:00,1365,219.288174512055,0
"93",2015-03-13 07:45:00,1380,218.714121699196,0
"94",2015-03-13 08:00:00,1395,217.96785304248,0
"95",2015-03-13 08:15:00,1410,218.140068886338,0
"96",2015-03-13 08:30:00,1425,217.795637198622,0
