"","TIMESTAMP.entire.","minutes","matric_head.entire..t.","irrig_on"
"1",2015-03-19 07:00:00,0,284.730195177956,0
"2",2015-03-19 07:15:00,15,284.156142365098,0
"3",2015-03-19 07:30:00,30,282.433983926521,0
"4",2015-03-19 07:45:00,45,281.859931113662,0
"5",2015-03-19 08:00:00,60,281.859931113662,0
"6",2015-03-19 08:15:00,75,281.285878300804,0
"7",2015-03-19 08:30:00,90,280.711825487945,0
"8",2015-03-19 08:45:00,105,280.711825487945,0
"9",2015-03-19 09:00:00,120,281.285878300804,1
"10",2015-03-19 09:15:00,135,281.285878300804,1
"11",2015-03-19 09:30:00,150,280.711825487945,1
"12",2015-03-19 09:45:00,165,278.989667049369,1
"13",2015-03-19 10:00:00,180,278.41561423651,1
"14",2015-03-19 10:15:00,195,279.563719862227,0
"15",2015-03-19 10:30:00,210,283.00803673938,0
"16",2015-03-19 10:45:00,225,283.00803673938,0
"17",2015-03-19 11:00:00,240,286.452353616533,0
"18",2015-03-19 11:15:00,255,291.618828932262,0
"19",2015-03-19 11:30:00,270,288.174512055109,0
"20",2015-03-19 11:45:00,285,292.766934557979,0
"21",2015-03-19 12:00:00,300,297.35935706085,0
"22",2015-03-19 12:15:00,315,296.211251435132,0
"23",2015-03-19 12:30:00,330,296.785304247991,0
"24",2015-03-19 12:45:00,345,299.081515499426,0
"25",2015-03-19 13:00:00,360,NA,0
"26",2015-03-19 13:15:00,375,NA,0
"27",2015-03-19 13:30:00,390,NA,0
"28",2015-03-19 13:45:00,405,308.266360505166,0
"29",2015-03-19 14:00:00,420,310.562571756602,0
"30",2015-03-19 14:15:00,435,309.988518943743,0
"31",2015-03-19 14:30:00,450,NA,0
"32",2015-03-19 14:45:00,465,306.54420206659,0
"33",2015-03-19 15:00:00,480,NA,0
"34",2015-03-19 15:15:00,495,NA,0
"35",2015-03-19 15:30:00,510,NA,0
"36",2015-03-19 15:45:00,525,319.747416762342,0
"37",2015-03-19 16:00:00,540,324.339839265212,0
"38",2015-03-19 16:15:00,555,328.358208955224,0
"39",2015-03-19 16:30:00,570,328.932261768083,0
"40",2015-03-19 16:45:00,585,327.210103329506,0
"41",2015-03-19 17:00:00,600,326.061997703789,0
"42",2015-03-19 17:15:00,615,328.358208955224,0
"43",2015-03-19 17:30:00,630,329.506314580941,0
"44",2015-03-19 17:45:00,645,331.228473019518,0
"45",2015-03-19 18:00:00,660,331.802525832377,0
"46",2015-03-19 18:15:00,675,330.654420206659,0
"47",2015-03-19 18:30:00,690,329.506314580941,0
"48",2015-03-19 18:45:00,705,328.358208955224,0
"49",2015-03-19 19:00:00,720,327.210103329506,0
"50",2015-03-19 19:15:00,735,326.061997703789,0
"51",2015-03-19 19:30:00,750,324.339839265212,0
"52",2015-03-19 19:45:00,765,323.191733639495,0
"53",2015-03-19 20:00:00,780,322.043628013777,0
"54",2015-03-19 20:15:00,795,320.89552238806,0
"55",2015-03-19 20:30:00,810,320.321469575201,0
"56",2015-03-19 20:45:00,825,319.173363949483,0
"57",2015-03-19 21:00:00,840,318.599311136625,0
"58",2015-03-19 21:15:00,855,317.451205510907,0
"59",2015-03-19 21:30:00,870,316.877152698048,0
"60",2015-03-19 21:45:00,885,316.303099885189,0
"61",2015-03-19 22:00:00,900,315.729047072331,0
"62",2015-03-19 22:15:00,915,315.154994259472,0
"63",2015-03-19 22:30:00,930,314.580941446613,0
"64",2015-03-19 22:45:00,945,314.580941446613,0
"65",2015-03-19 23:00:00,960,314.006888633754,0
"66",2015-03-19 23:15:00,975,313.432835820896,0
"67",2015-03-19 23:30:00,990,313.432835820896,0
"68",2015-03-19 23:45:00,1005,312.858783008037,0
"69",2015-03-20 00:00:00,1020,312.858783008037,0
"70",2015-03-20 00:15:00,1035,312.284730195178,0
"71",2015-03-20 00:30:00,1050,311.710677382319,0
"72",2015-03-20 00:45:00,1065,311.13662456946,0
"73",2015-03-20 01:00:00,1080,311.13662456946,0
"74",2015-03-20 01:15:00,1095,311.13662456946,0
"75",2015-03-20 01:30:00,1110,311.13662456946,0
"76",2015-03-20 01:45:00,1125,310.562571756602,0
"77",2015-03-20 02:00:00,1140,309.988518943743,0
"78",2015-03-20 02:15:00,1155,309.988518943743,0
"79",2015-03-20 02:30:00,1170,309.414466130884,0
"80",2015-03-20 02:45:00,1185,308.840413318025,0
"81",2015-03-20 03:00:00,1200,308.840413318025,0
"82",2015-03-20 03:15:00,1215,308.840413318025,0
"83",2015-03-20 03:30:00,1230,308.266360505166,0
"84",2015-03-20 03:45:00,1245,308.266360505166,0
"85",2015-03-20 04:00:00,1260,308.266360505166,0
"86",2015-03-20 04:15:00,1275,308.266360505166,0
"87",2015-03-20 04:30:00,1290,308.840413318025,0
"88",2015-03-20 04:45:00,1305,308.840413318025,0
"89",2015-03-20 05:00:00,1320,308.266360505166,0
"90",2015-03-20 05:15:00,1335,307.692307692308,0
"91",2015-03-20 05:30:00,1350,307.118254879449,0
"92",2015-03-20 05:45:00,1365,307.118254879449,0
"93",2015-03-20 06:00:00,1380,307.118254879449,0
"94",2015-03-20 06:15:00,1395,307.118254879449,0
"95",2015-03-20 06:30:00,1410,306.54420206659,0
"96",2015-03-20 06:45:00,1425,305.970149253731,0
