"","id1","id2","thetar","thetas","alpha","n","ksat","l","thrim","thsim","omega","pulse","array(serr)"
"1272",62,6,0.01,0.44,0.0175,1.52,0.2,0.5,0.15,0.25,0.5,12,105097.867115738
"1273",63,6,0.01,0.44,0.0175,1.59,0.2,0.5,0.15,0.25,0.5,12,129794.88053513
"1274",64,6,0.01,0.44,0.0175,1.66,0.2,0.5,0.15,0.25,0.5,12,152521.129761736
"1275",65,6,0.01,0.44,0.0175,1.73,0.2,0.5,0.15,0.25,0.5,12,173424.670859422
"1276",66,6,0.01,0.44,0.0175,1.8,0.2,0.5,0.15,0.25,0.5,12,192652.367945737
"1277",67,6,0.01,0.44,0.0175,1.1,0.2,0.5,0.15,0.25,0.58,12,123321.406115784
"1278",68,6,0.01,0.44,0.0175,1.17,0.2,0.5,0.15,0.25,0.58,12,99454.541278664
"1279",69,6,0.01,0.44,0.0175,1.24,0.2,0.5,0.15,0.25,0.58,12,72000.7045384763
"1280",70,6,0.01,0.44,0.0175,1.31,0.2,0.5,0.15,0.25,0.58,12,53833.3744114051
"1281",71,6,0.01,0.44,0.0175,1.38,0.2,0.5,0.15,0.25,0.58,12,64330.0333983302
"1282",72,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.58,12,82077.821733108
"1283",73,6,0.01,0.44,0.0175,1.52,0.2,0.5,0.15,0.25,0.58,12,105092.9193252
"1284",74,6,0.01,0.44,0.0175,1.59,0.2,0.5,0.15,0.25,0.58,12,129792.32185213
"1285",75,6,0.01,0.44,0.0175,1.66,0.2,0.5,0.15,0.25,0.58,12,152519.340230358
"1286",76,6,0.01,0.44,0.0175,1.73,0.2,0.5,0.15,0.25,0.58,12,173423.229284711
"1287",77,6,0.01,0.44,0.0175,1.8,0.2,0.5,0.15,0.25,0.58,12,192649.816141264
"1288",78,6,0.01,0.44,0.0175,1.1,0.2,0.5,0.15,0.25,0.66,12,117855.638653927
"1289",79,6,0.01,0.44,0.0175,1.17,0.2,0.5,0.15,0.25,0.66,12,99602.225365383
"1290",80,6,0.01,0.44,0.0175,1.24,0.2,0.5,0.15,0.25,0.66,12,71266.1081337663
"1291",81,6,0.01,0.44,0.0175,1.31,0.2,0.5,0.15,0.25,0.66,12,57455.6758525874
"1292",82,6,0.01,0.44,0.0175,1.38,0.2,0.5,0.15,0.25,0.66,12,64303.0963227141
"1293",83,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.66,12,82078.089062708
"1294",84,6,0.01,0.44,0.0175,1.52,0.2,0.5,0.15,0.25,0.66,12,105088.079782303
"1295",85,6,0.01,0.44,0.0175,1.59,0.2,0.5,0.15,0.25,0.66,12,129789.369893213
"1296",86,6,0.01,0.44,0.0175,1.66,0.2,0.5,0.15,0.25,0.66,12,152515.976571997
"1297",87,6,0.01,0.44,0.0175,1.73,0.2,0.5,0.15,0.25,0.66,12,173408.569268222
"1298",88,6,0.01,0.44,0.0175,1.8,0.2,0.5,0.15,0.25,0.66,12,192646.812776181
"1299",89,6,0.01,0.44,0.0175,1.1,0.2,0.5,0.15,0.25,0.74,12,123422.041142319
"1300",90,6,0.01,0.44,0.0175,1.17,0.2,0.5,0.15,0.25,0.74,12,99599.9659928031
"1301",91,6,0.01,0.44,0.0175,1.24,0.2,0.5,0.15,0.25,0.74,12,71816.1535409463
"1302",92,6,0.01,0.44,0.0175,1.31,0.2,0.5,0.15,0.25,0.74,12,57178.534051265
"1303",93,6,0.01,0.44,0.0175,1.38,0.2,0.5,0.15,0.25,0.74,12,63916.0684730183
"1304",94,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.74,12,81165.9676144957
"1305",95,6,0.01,0.44,0.0175,1.52,0.2,0.5,0.15,0.25,0.74,12,105086.270913485
"1306",96,6,0.01,0.44,0.0175,1.59,0.2,0.5,0.15,0.25,0.74,12,129787.608389418
"1307",97,6,0.01,0.44,0.0175,1.66,0.2,0.5,0.15,0.25,0.74,12,152515.450334886
"1308",98,6,0.01,0.44,0.0175,1.73,0.2,0.5,0.15,0.25,0.74,12,173406.473840355
"1309",99,6,0.01,0.44,0.0175,1.8,0.2,0.5,0.15,0.25,0.74,12,192646.367747737
"1310",100,6,0.01,0.44,0.0175,1.1,0.2,0.5,0.15,0.25,0.82,12,123643.936584341
"1311",101,6,0.01,0.44,0.0175,1.17,0.2,0.5,0.15,0.25,0.82,12,99519.3420265159
"1312",102,6,0.01,0.44,0.0175,1.24,0.2,0.5,0.15,0.25,0.82,12,71558.5834532843
"1313",103,6,0.01,0.44,0.0175,1.31,0.2,0.5,0.15,0.25,0.82,12,55461.4470190966
"1314",104,6,0.01,0.44,0.0175,1.38,0.2,0.5,0.15,0.25,0.82,12,63904.7015463578
"1315",105,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.82,12,82559.2126552766
"1316",106,6,0.01,0.44,0.0175,1.52,0.2,0.5,0.15,0.25,0.82,12,105085.330994285
"1317",107,6,0.01,0.44,0.0175,1.59,0.2,0.5,0.15,0.25,0.82,12,129785.182544195
"1318",108,6,0.01,0.44,0.0175,1.66,0.2,0.5,0.15,0.25,0.82,12,152512.108678269
"1319",109,6,0.01,0.44,0.0175,1.73,0.2,0.5,0.15,0.25,0.82,12,173407.132275955
"1320",110,6,0.01,0.44,0.0175,1.8,0.2,0.5,0.15,0.25,0.82,12,192644.879886626
"1321",111,6,0.01,0.44,0.0175,1.1,0.2,0.5,0.15,0.25,0.9,12,120804.302652495
"1322",112,6,0.01,0.44,0.0175,1.17,0.2,0.5,0.15,0.25,0.9,12,99368.5906920396
"1323",113,6,0.01,0.44,0.0175,1.24,0.2,0.5,0.15,0.25,0.9,12,71961.0595905968
"1324",114,6,0.01,0.44,0.0175,1.31,0.2,0.5,0.15,0.25,0.9,12,56762.2454586409
"1325",115,6,0.01,0.44,0.0175,1.38,0.2,0.5,0.15,0.25,0.9,12,64050.76006135
"1326",116,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.9,12,81165.7029490418
"1327",117,6,0.01,0.44,0.0175,1.52,0.2,0.5,0.15,0.25,0.9,12,105083.637066983
"1328",118,6,0.01,0.44,0.0175,1.59,0.2,0.5,0.15,0.25,0.9,12,129783.397161112
"1329",119,6,0.01,0.44,0.0175,1.66,0.2,0.5,0.15,0.25,0.9,12,152512.108678269
"1330",120,6,0.01,0.44,0.0175,1.73,0.2,0.5,0.15,0.25,0.9,12,173407.394625955
"1331",121,6,0.01,0.44,0.0175,1.8,0.2,0.5,0.15,0.25,0.9,12,192643.412139776
"1332",1,6,0.01,0.44,0.0175,1.45,0.1,0.01,0.15,0.25,0.5,12,188885.158573913
"1333",2,6,0.01,0.44,0.0175,1.45,0.12,0.01,0.15,0.25,0.5,12,151738.187732669
"1334",3,6,0.01,0.44,0.0175,1.45,0.14,0.01,0.15,0.25,0.5,12,126414.598393607
"1335",4,6,0.01,0.44,0.0175,1.45,0.16,0.01,0.15,0.25,0.5,12,106684.994842734
"1336",5,6,0.01,0.44,0.0175,1.45,0.18,0.01,0.15,0.25,0.5,12,89733.8205282181
"1337",6,6,0.01,0.44,0.0175,1.45,0.2,0.01,0.15,0.25,0.5,12,77353.1442505229
"1338",7,6,0.01,0.44,0.0175,1.45,0.22,0.01,0.15,0.25,0.5,12,66552.7235416852
"1339",8,6,0.01,0.44,0.0175,1.45,0.24,0.01,0.15,0.25,0.5,12,59839.8625179559
"1340",9,6,0.01,0.44,0.0175,1.45,0.26,0.01,0.15,0.25,0.5,12,52291.4126478375
"1341",10,6,0.01,0.44,0.0175,1.45,0.28,0.01,0.15,0.25,0.5,12,46464.1358961986
"1342",11,6,0.01,0.44,0.0175,1.45,0.3,0.01,0.15,0.25,0.5,12,41106.91785286
"1343",12,6,0.01,0.44,0.0175,1.45,0.1,0.108,0.15,0.25,0.5,12,190089.458620299
"1344",13,6,0.01,0.44,0.0175,1.45,0.12,0.108,0.15,0.25,0.5,12,153074.01341525
"1345",14,6,0.01,0.44,0.0175,1.45,0.14,0.108,0.15,0.25,0.5,12,127047.884990192
"1346",15,6,0.01,0.44,0.0175,1.45,0.16,0.108,0.15,0.25,0.5,12,106602.807705437
"1347",16,6,0.01,0.44,0.0175,1.45,0.18,0.108,0.15,0.25,0.5,12,90468.4503492199
"1348",17,6,0.01,0.44,0.0175,1.45,0.2,0.108,0.15,0.25,0.5,12,77415.3121943836
"1349",18,6,0.01,0.44,0.0175,1.45,0.22,0.108,0.15,0.25,0.5,12,68681.3613039515
"1350",19,6,0.01,0.44,0.0175,1.45,0.24,0.108,0.15,0.25,0.5,12,61168.0493024262
"1351",20,6,0.01,0.44,0.0175,1.45,0.26,0.108,0.15,0.25,0.5,12,53967.1323749856
"1352",21,6,0.01,0.44,0.0175,1.45,0.28,0.108,0.15,0.25,0.5,12,45839.3486114133
"1353",22,6,0.01,0.44,0.0175,1.45,0.3,0.108,0.15,0.25,0.5,12,40611.6058904492
"1354",23,6,0.01,0.44,0.0175,1.45,0.1,0.206,0.15,0.25,0.5,12,192561.98134048
"1355",24,6,0.01,0.44,0.0175,1.45,0.12,0.206,0.15,0.25,0.5,12,154700.1481543
"1356",25,6,0.01,0.44,0.0175,1.45,0.14,0.206,0.15,0.25,0.5,12,128763.251323318
"1357",26,6,0.01,0.44,0.0175,1.45,0.16,0.206,0.15,0.25,0.5,12,108147.606510003
"1358",27,6,0.01,0.44,0.0175,1.45,0.18,0.206,0.15,0.25,0.5,12,91963.7956441086
"1359",28,6,0.01,0.44,0.0175,1.45,0.2,0.206,0.15,0.25,0.5,12,78542.3890853367
"1360",29,6,0.01,0.44,0.0175,1.45,0.22,0.206,0.15,0.25,0.5,12,68092.5730746927
"1361",30,6,0.01,0.44,0.0175,1.45,0.24,0.206,0.15,0.25,0.5,12,NA
"1362",31,6,0.01,0.44,0.0175,1.45,0.26,0.206,0.15,0.25,0.5,12,53092.0661909181
"1363",32,6,0.01,0.44,0.0175,1.45,0.28,0.206,0.15,0.25,0.5,12,47637.1754532029
"1364",33,6,0.01,0.44,0.0175,1.45,0.3,0.206,0.15,0.25,0.5,12,41227.6360734881
"1365",34,6,0.01,0.44,0.0175,1.45,0.1,0.304,0.15,0.25,0.5,12,NA
"1366",35,6,0.01,0.44,0.0175,1.45,0.12,0.304,0.15,0.25,0.5,12,NA
"1367",36,6,0.01,0.44,0.0175,1.45,0.14,0.304,0.15,0.25,0.5,12,NA
"1368",37,6,0.01,0.44,0.0175,1.45,0.16,0.304,0.15,0.25,0.5,12,NA
"1369",38,6,0.01,0.44,0.0175,1.45,0.18,0.304,0.15,0.25,0.5,12,NA
"1370",39,6,0.01,0.44,0.0175,1.45,0.2,0.304,0.15,0.25,0.5,12,NA
"1371",40,6,0.01,0.44,0.0175,1.45,0.22,0.304,0.15,0.25,0.5,12,NA
"1372",41,6,0.01,0.44,0.0175,1.45,0.24,0.304,0.15,0.25,0.5,12,NA
"1373",42,6,0.01,0.44,0.0175,1.45,0.26,0.304,0.15,0.25,0.5,12,NA
"1374",43,6,0.01,0.44,0.0175,1.45,0.28,0.304,0.15,0.25,0.5,12,NA
"1375",44,6,0.01,0.44,0.0175,1.45,0.3,0.304,0.15,0.25,0.5,12,NA
"1376",45,6,0.01,0.44,0.0175,1.45,0.1,0.402,0.15,0.25,0.5,12,NA
"1377",46,6,0.01,0.44,0.0175,1.45,0.12,0.402,0.15,0.25,0.5,12,NA
"1378",47,6,0.01,0.44,0.0175,1.45,0.14,0.402,0.15,0.25,0.5,12,131784.570386417
"1379",48,6,0.01,0.44,0.0175,1.45,0.16,0.402,0.15,0.25,0.5,12,110881.401015513
"1380",49,6,0.01,0.44,0.0175,1.45,0.18,0.402,0.15,0.25,0.5,12,93669.9070099666
"1381",50,6,0.01,0.44,0.0175,1.45,0.2,0.402,0.15,0.25,0.5,12,81370.1841214603
"1382",51,6,0.01,0.44,0.0175,1.45,0.22,0.402,0.15,0.25,0.5,12,70166.7938564331
"1383",52,6,0.01,0.44,0.0175,1.45,0.24,0.402,0.15,0.25,0.5,12,61821.1076153478
"1384",53,6,0.01,0.44,0.0175,1.45,0.26,0.402,0.15,0.25,0.5,12,55764.5713902549
"1385",54,6,0.01,0.44,0.0175,1.45,0.28,0.402,0.15,0.25,0.5,12,47495.8013597668
"1386",55,6,0.01,0.44,0.0175,1.45,0.3,0.402,0.15,0.25,0.5,12,42575.6621561014
"1387",56,6,0.01,0.44,0.0175,1.45,0.1,0.5,0.15,0.25,0.5,12,197986.891083881
"1388",57,6,0.01,0.44,0.0175,1.45,0.12,0.5,0.15,0.25,0.5,12,160005.326745309
"1389",58,6,0.01,0.44,0.0175,1.45,0.14,0.5,0.15,0.25,0.5,12,133129.251484121
"1390",59,6,0.01,0.44,0.0175,1.45,0.16,0.5,0.15,0.25,0.5,12,113026.034193802
"1391",60,6,0.01,0.44,0.0175,1.45,0.18,0.5,0.15,0.25,0.5,12,95995.690251387
"1392",61,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.5,12,81407.3784503949
"1393",62,6,0.01,0.44,0.0175,1.45,0.22,0.5,0.15,0.25,0.5,12,70052.5941397243
"1394",63,6,0.01,0.44,0.0175,1.45,0.24,0.5,0.15,0.25,0.5,12,62381.460709049
"1395",64,6,0.01,0.44,0.0175,1.45,0.26,0.5,0.15,0.25,0.5,12,55995.7148417805
"1396",65,6,0.01,0.44,0.0175,1.45,0.28,0.5,0.15,0.25,0.5,12,47628.2991563533
"1397",66,6,0.01,0.44,0.0175,1.45,0.3,0.5,0.15,0.25,0.5,12,42291.3915490672
"1398",67,6,0.01,0.44,0.0175,1.45,0.1,0.598,0.15,0.25,0.5,12,200107.195492137
"1399",68,6,0.01,0.44,0.0175,1.45,0.12,0.598,0.15,0.25,0.5,12,162366.310485709
"1400",69,6,0.01,0.44,0.0175,1.45,0.14,0.598,0.15,0.25,0.5,12,134379.533858431
"1401",70,6,0.01,0.44,0.0175,1.45,0.16,0.598,0.15,0.25,0.5,12,113280.407142435
"1402",71,6,0.01,0.44,0.0175,1.45,0.18,0.598,0.15,0.25,0.5,12,96360.5882700648
"1403",72,6,0.01,0.44,0.0175,1.45,0.2,0.598,0.15,0.25,0.5,12,82511.0971620215
"1404",73,6,0.01,0.44,0.0175,1.45,0.22,0.598,0.15,0.25,0.5,12,71556.9025318002
"1405",74,6,0.01,0.44,0.0175,1.45,0.24,0.598,0.15,0.25,0.5,12,63310.1087384812
"1406",75,6,0.01,0.44,0.0175,1.45,0.26,0.598,0.15,0.25,0.5,12,55192.581956212
"1407",76,6,0.01,0.44,0.0175,1.45,0.28,0.598,0.15,0.25,0.5,12,49830.2248538308
"1408",77,6,0.01,0.44,0.0175,1.45,0.3,0.598,0.15,0.25,0.5,12,43127.97174474
"1409",78,6,0.01,0.44,0.0175,1.45,0.1,0.696,0.15,0.25,0.5,12,201105.724637679
"1410",79,6,0.01,0.44,0.0175,1.45,0.12,0.696,0.15,0.25,0.5,12,164407.434757516
"1411",80,6,0.01,0.44,0.0175,1.45,0.14,0.696,0.15,0.25,0.5,12,136177.901595864
"1412",81,6,0.01,0.44,0.0175,1.45,0.16,0.696,0.15,0.25,0.5,12,114957.871599257
"1413",82,6,0.01,0.44,0.0175,1.45,0.18,0.696,0.15,0.25,0.5,12,97545.4694850687
"1414",83,6,0.01,0.44,0.0175,1.45,0.2,0.696,0.15,0.25,0.5,12,83495.802789149
"1415",84,6,0.01,0.44,0.0175,1.45,0.22,0.696,0.15,0.25,0.5,12,72897.9984591641
"1416",85,6,0.01,0.44,0.0175,1.45,0.24,0.696,0.15,0.25,0.5,12,63477.5876726256
"1417",86,6,0.01,0.44,0.0175,1.45,0.26,0.696,0.15,0.25,0.5,12,56590.5566639922
"1418",87,6,0.01,0.44,0.0175,1.45,0.28,0.696,0.15,0.25,0.5,12,49974.4750684844
"1419",88,6,0.01,0.44,0.0175,1.45,0.3,0.696,0.15,0.25,0.5,12,43967.3922306229
"1420",89,6,0.01,0.44,0.0175,1.45,0.1,0.794,0.15,0.25,0.5,12,202710.257318798
"1421",90,6,0.01,0.44,0.0175,1.45,0.12,0.794,0.15,0.25,0.5,12,165284.629677042
"1422",91,6,0.01,0.44,0.0175,1.45,0.14,0.794,0.15,0.25,0.5,12,138513.429449998
"1423",92,6,0.01,0.44,0.0175,1.45,0.16,0.794,0.15,0.25,0.5,12,117337.39935273
"1424",93,6,0.01,0.44,0.0175,1.45,0.18,0.794,0.15,0.25,0.5,12,98559.4229475311
"1425",94,6,0.01,0.44,0.0175,1.45,0.2,0.794,0.15,0.25,0.5,12,84177.1813632694
"1426",95,6,0.01,0.44,0.0175,1.45,0.22,0.794,0.15,0.25,0.5,12,72515.8108617386
"1427",96,6,0.01,0.44,0.0175,1.45,0.24,0.794,0.15,0.25,0.5,12,64655.4244499221
"1428",97,6,0.01,0.44,0.0175,1.45,0.26,0.794,0.15,0.25,0.5,12,56848.7915437089
"1429",98,6,0.01,0.44,0.0175,1.45,0.28,0.794,0.15,0.25,0.5,12,50064.9408473716
"1430",99,6,0.01,0.44,0.0175,1.45,0.3,0.794,0.15,0.25,0.5,12,43950.3797757937
"1431",100,6,0.01,0.44,0.0175,1.45,0.1,0.892,0.15,0.25,0.5,12,204535.215963995
"1432",101,6,0.01,0.44,0.0175,1.45,0.12,0.892,0.15,0.25,0.5,12,167470.565464273
"1433",102,6,0.01,0.44,0.0175,1.45,0.14,0.892,0.15,0.25,0.5,12,138769.213705788
"1434",103,6,0.01,0.44,0.0175,1.45,0.16,0.892,0.15,0.25,0.5,12,117266.663997528
"1435",104,6,0.01,0.44,0.0175,1.45,0.18,0.892,0.15,0.25,0.5,12,100279.107710237
"1436",105,6,0.01,0.44,0.0175,1.45,0.2,0.892,0.15,0.25,0.5,12,86300.6862916996
"1437",106,6,0.01,0.44,0.0175,1.45,0.22,0.892,0.15,0.25,0.5,12,75122.8954022577
"1438",107,6,0.01,0.44,0.0175,1.45,0.24,0.892,0.15,0.25,0.5,12,65086.7071344432
"1439",108,6,0.01,0.44,0.0175,1.45,0.26,0.892,0.15,0.25,0.5,12,57474.9252456948
"1440",109,6,0.01,0.44,0.0175,1.45,0.28,0.892,0.15,0.25,0.5,12,50945.605282283
"1441",110,6,0.01,0.44,0.0175,1.45,0.3,0.892,0.15,0.25,0.5,12,44549.6761934043
"1442",111,6,0.01,0.44,0.0175,1.45,0.1,0.99,0.15,0.25,0.5,12,208109.028919818
"1443",112,6,0.01,0.44,0.0175,1.45,0.12,0.99,0.15,0.25,0.5,12,169047.233622153
"1444",113,6,0.01,0.44,0.0175,1.45,0.14,0.99,0.15,0.25,0.5,12,140323.053652766
"1445",114,6,0.01,0.44,0.0175,1.45,0.16,0.99,0.15,0.25,0.5,12,118852.094314518
"1446",115,6,0.01,0.44,0.0175,1.45,0.18,0.99,0.15,0.25,0.5,12,101697.973439459
"1447",116,6,0.01,0.44,0.0175,1.45,0.2,0.99,0.15,0.25,0.5,12,87620.4997643353
"1448",117,6,0.01,0.44,0.0175,1.45,0.22,0.99,0.15,0.25,0.5,12,75363.4371250999
"1449",118,6,0.01,0.44,0.0175,1.45,0.24,0.99,0.15,0.25,0.5,12,66274.2624000442
"1450",119,6,0.01,0.44,0.0175,1.45,0.26,0.99,0.15,0.25,0.5,12,58551.3861285485
"1451",120,6,0.01,0.44,0.0175,1.45,0.28,0.99,0.15,0.25,0.5,12,51758.2380160037
"1452",121,6,0.01,0.44,0.0175,1.45,0.3,0.99,0.15,0.25,0.5,12,45469.6124715793
"1453",1,6,0.01,0.44,0.0175,1.45,0.1,0.5,0.1,0.25,0.5,12,244497.125843848
"1454",2,6,0.01,0.44,0.0175,1.45,0.12,0.5,0.1,0.25,0.5,12,204324.026218691
"1455",3,6,0.01,0.44,0.0175,1.45,0.14,0.5,0.1,0.25,0.5,12,173066.42213536
"1456",4,6,0.01,0.44,0.0175,1.45,0.16,0.5,0.1,0.25,0.5,12,148613.795546525
"1457",5,6,0.01,0.44,0.0175,1.45,0.18,0.5,0.1,0.25,0.5,12,129667.477041786
"1458",6,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.1,0.25,0.5,12,114232.85229347
"1459",7,6,0.01,0.44,0.0175,1.45,0.22,0.5,0.1,0.25,0.5,12,102521.357420776
"1460",8,6,0.01,0.44,0.0175,1.45,0.24,0.5,0.1,0.25,0.5,12,90716.1768183493
"1461",9,6,0.01,0.44,0.0175,1.45,0.26,0.5,0.1,0.25,0.5,12,82700.8453898118
"1462",10,6,0.01,0.44,0.0175,1.45,0.28,0.5,0.1,0.25,0.5,12,75820.0954255038
"1463",11,6,0.01,0.44,0.0175,1.45,0.3,0.5,0.1,0.25,0.5,12,69519.6717186615
"1464",12,6,0.01,0.44,0.0175,1.45,0.1,0.5,0.11,0.25,0.5,12,234017.829112959
"1465",13,6,0.01,0.44,0.0175,1.45,0.12,0.5,0.11,0.25,0.5,12,194476.129238537
"1466",14,6,0.01,0.44,0.0175,1.45,0.14,0.5,0.11,0.25,0.5,12,163256.725711132
"1467",15,6,0.01,0.44,0.0175,1.45,0.16,0.5,0.11,0.25,0.5,12,140256.9648711
"1468",16,6,0.01,0.44,0.0175,1.45,0.18,0.5,0.11,0.25,0.5,12,NA
"1469",17,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.11,0.25,0.5,12,NA
"1470",18,6,0.01,0.44,0.0175,1.45,0.22,0.5,0.11,0.25,0.5,12,NA
"1471",19,6,0.01,0.44,0.0175,1.45,0.24,0.5,0.11,0.25,0.5,12,NA
"1472",20,6,0.01,0.44,0.0175,1.45,0.26,0.5,0.11,0.25,0.5,12,NA
"1473",21,6,0.01,0.44,0.0175,1.45,0.28,0.5,0.11,0.25,0.5,12,NA
"1474",22,6,0.01,0.44,0.0175,1.45,0.3,0.5,0.11,0.25,0.5,12,NA
"1475",23,6,0.01,0.44,0.0175,1.45,0.1,0.5,0.12,0.25,0.5,12,NA
"1476",24,6,0.01,0.44,0.0175,1.45,0.12,0.5,0.12,0.25,0.5,12,NA
"1477",25,6,0.01,0.44,0.0175,1.45,0.14,0.5,0.12,0.25,0.5,12,NA
"1478",26,6,0.01,0.44,0.0175,1.45,0.16,0.5,0.12,0.25,0.5,12,NA
"1479",27,6,0.01,0.44,0.0175,1.45,0.18,0.5,0.12,0.25,0.5,12,NA
"1480",28,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.12,0.25,0.5,12,NA
"1481",29,6,0.01,0.44,0.0175,1.45,0.22,0.5,0.12,0.25,0.5,12,NA
"1482",30,6,0.01,0.44,0.0175,1.45,0.24,0.5,0.12,0.25,0.5,12,NA
"1483",31,6,0.01,0.44,0.0175,1.45,0.26,0.5,0.12,0.25,0.5,12,NA
"1484",32,6,0.01,0.44,0.0175,1.45,0.28,0.5,0.12,0.25,0.5,12,NA
"1485",33,6,0.01,0.44,0.0175,1.45,0.3,0.5,0.12,0.25,0.5,12,NA
"1486",34,6,0.01,0.44,0.0175,1.45,0.1,0.5,0.13,0.25,0.5,12,214928.83451092
"1487",35,6,0.01,0.44,0.0175,1.45,0.12,0.5,0.13,0.25,0.5,12,175192.851172153
"1488",36,6,0.01,0.44,0.0175,1.45,0.14,0.5,0.13,0.25,0.5,12,146623.908752622
"1489",37,6,0.01,0.44,0.0175,1.45,0.16,0.5,0.13,0.25,0.5,12,125907.509467544
"1490",38,6,0.01,0.44,0.0175,1.45,0.18,0.5,0.13,0.25,0.5,12,107157.461279914
"1491",39,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.13,0.25,0.5,12,93000.1587071594
"1492",40,6,0.01,0.44,0.0175,1.45,0.22,0.5,0.13,0.25,0.5,12,81998.7071260628
"1493",41,6,0.01,0.44,0.0175,1.45,0.24,0.5,0.13,0.25,0.5,12,73358.8767095971
"1494",42,6,0.01,0.44,0.0175,1.45,0.26,0.5,0.13,0.25,0.5,12,64797.7723916325
"1495",43,6,0.01,0.44,0.0175,1.45,0.28,0.5,0.13,0.25,0.5,12,58401.4043140497
"1496",44,6,0.01,0.44,0.0175,1.45,0.3,0.5,0.13,0.25,0.5,12,52104.7267036285
"1497",45,6,0.01,0.44,0.0175,1.45,0.1,0.5,0.14,0.25,0.5,12,205784.676613515
"1498",46,6,0.01,0.44,0.0175,1.45,0.12,0.5,0.14,0.25,0.5,12,167704.421928592
"1499",47,6,0.01,0.44,0.0175,1.45,0.14,0.5,0.14,0.25,0.5,12,139270.834612262
"1500",48,6,0.01,0.44,0.0175,1.45,0.16,0.5,0.14,0.25,0.5,12,118292.970850326
"1501",49,6,0.01,0.44,0.0175,1.45,0.18,0.5,0.14,0.25,0.5,12,100743.317118739
"1502",50,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.14,0.25,0.5,12,87209.3764957256
"1503",51,6,0.01,0.44,0.0175,1.45,0.22,0.5,0.14,0.25,0.5,12,75133.9763108478
"1504",52,6,0.01,0.44,0.0175,1.45,0.24,0.5,0.14,0.25,0.5,12,67229.2029546915
"1505",53,6,0.01,0.44,0.0175,1.45,0.26,0.5,0.14,0.25,0.5,12,59932.1443447953
"1506",54,6,0.01,0.44,0.0175,1.45,0.28,0.5,0.14,0.25,0.5,12,53388.1618251769
"1507",55,6,0.01,0.44,0.0175,1.45,0.3,0.5,0.14,0.25,0.5,12,47098.3829862469
"1508",56,6,0.01,0.44,0.0175,1.45,0.1,0.5,0.15,0.25,0.5,12,197986.891083881
"1509",57,6,0.01,0.44,0.0175,1.45,0.12,0.5,0.15,0.25,0.5,12,160005.326745309
"1510",58,6,0.01,0.44,0.0175,1.45,0.14,0.5,0.15,0.25,0.5,12,133129.251484121
"1511",59,6,0.01,0.44,0.0175,1.45,0.16,0.5,0.15,0.25,0.5,12,113026.034193802
"1512",60,6,0.01,0.44,0.0175,1.45,0.18,0.5,0.15,0.25,0.5,12,95995.690251387
"1513",61,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.5,12,81407.3784503949
"1514",62,6,0.01,0.44,0.0175,1.45,0.22,0.5,0.15,0.25,0.5,12,70052.5941397243
"1515",63,6,0.01,0.44,0.0175,1.45,0.24,0.5,0.15,0.25,0.5,12,62381.460709049
"1516",64,6,0.01,0.44,0.0175,1.45,0.26,0.5,0.15,0.25,0.5,12,55995.7148417805
"1517",65,6,0.01,0.44,0.0175,1.45,0.28,0.5,0.15,0.25,0.5,12,47628.2991563533
"1518",66,6,0.01,0.44,0.0175,1.45,0.3,0.5,0.15,0.25,0.5,12,42291.3915490672
"1519",67,6,0.01,0.44,0.0175,1.45,0.1,0.5,0.16,0.25,0.5,12,190168.846417984
"1520",68,6,0.01,0.44,0.0175,1.45,0.12,0.5,0.16,0.25,0.5,12,154160.359130461
"1521",69,6,0.01,0.44,0.0175,1.45,0.14,0.5,0.16,0.25,0.5,12,126996.349568912
"1522",70,6,0.01,0.44,0.0175,1.45,0.16,0.5,0.16,0.25,0.5,12,106188.437031178
"1523",71,6,0.01,0.44,0.0175,1.45,0.18,0.5,0.16,0.25,0.5,12,89505.5992655712
"1524",72,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.16,0.25,0.5,12,NA
"1525",73,6,0.01,0.44,0.0175,1.45,0.22,0.5,0.16,0.25,0.5,12,65136.3850743977
"1526",74,6,0.01,0.44,0.0175,1.45,0.24,0.5,0.16,0.25,0.5,12,58529.4483076707
"1527",75,6,0.01,0.44,0.0175,1.45,0.26,0.5,0.16,0.25,0.5,12,51434.8700403486
"1528",76,6,0.01,0.44,0.0175,1.45,0.28,0.5,0.16,0.25,0.5,12,44336.1600598415
"1529",77,6,0.01,0.44,0.0175,1.45,0.3,0.5,0.16,0.25,0.5,12,38127.6639767756
