"","id1","id2","thetar","thetas","alpha","n","ksat","l","thrim","thsim","omega","pulse","array(serr)"
"633",28,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.26,12,81908.9982640661
"634",29,6,0.01,0.44,0.02,1.45,0.2,0.5,0.15,0.25,0.26,12,110907.877506839
"635",30,6,0.01,0.44,0.0225,1.45,0.2,0.5,0.15,0.25,0.26,12,143652.413318359
"636",31,6,0.01,0.44,0.025,1.45,0.2,0.5,0.15,0.25,0.26,12,179555.301576576
"637",32,6,0.01,0.44,0.0275,1.45,0.2,0.5,0.15,0.25,0.26,12,217609.969343864
"638",33,6,0.01,0.44,0.03,1.45,0.2,0.5,0.15,0.25,0.26,12,256969.806469124
"639",34,6,0.01,0.44,0.005,1.45,0.2,0.5,0.15,0.25,0.34,12,707378.651379257
"640",35,6,0.01,0.44,0.0075,1.45,0.2,0.5,0.15,0.25,0.34,12,156729.278920662
"641",36,6,0.01,0.44,0.01,1.45,0.2,0.5,0.15,0.25,0.34,12,51678.2499447585
"642",37,6,0.01,0.44,0.0125,1.45,0.2,0.5,0.15,0.25,0.34,12,41159.776458213
"643",38,6,0.01,0.44,0.015,1.45,0.2,0.5,0.15,0.25,0.34,12,57854.9738572658
"644",39,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.34,12,82246.3989994535
"645",40,6,0.01,0.44,0.02,1.45,0.2,0.5,0.15,0.25,0.34,12,110885.761869355
"646",41,6,0.01,0.44,0.0225,1.45,0.2,0.5,0.15,0.25,0.34,12,143836.616495642
"647",42,6,0.01,0.44,0.025,1.45,0.2,0.5,0.15,0.25,0.34,12,179825.903618263
"648",43,6,0.01,0.44,0.0275,1.45,0.2,0.5,0.15,0.25,0.34,12,217367.786606109
"649",44,6,0.01,0.44,0.03,1.45,0.2,0.5,0.15,0.25,0.34,12,256265.339655835
"650",45,6,0.01,0.44,0.005,1.45,0.2,0.5,0.15,0.25,0.42,12,706682.81267645
"651",46,6,0.01,0.44,0.0075,1.45,0.2,0.5,0.15,0.25,0.42,12,156795.592651043
"652",47,6,0.01,0.44,0.01,1.45,0.2,0.5,0.15,0.25,0.42,12,51678.0842348202
"653",48,6,0.01,0.44,0.0125,1.45,0.2,0.5,0.15,0.25,0.42,12,41360.8282858734
"654",49,6,0.01,0.44,0.015,1.45,0.2,0.5,0.15,0.25,0.42,12,57932.2255118731
"655",50,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.42,12,82014.0193656124
"656",51,6,0.01,0.44,0.02,1.45,0.2,0.5,0.15,0.25,0.42,12,110748.68925187
"657",52,6,0.01,0.44,0.0225,1.45,0.2,0.5,0.15,0.25,0.42,12,143181.055469264
"658",53,6,0.01,0.44,0.025,1.45,0.2,0.5,0.15,0.25,0.42,12,179181.508447589
"659",54,6,0.01,0.44,0.0275,1.45,0.2,0.5,0.15,0.25,0.42,12,216816.273895737
"660",55,6,0.01,0.44,0.03,1.45,0.2,0.5,0.15,0.25,0.42,12,256256.685697132
"661",56,6,0.01,0.44,0.005,1.45,0.2,0.5,0.15,0.25,0.5,12,706693.786235224
"662",57,6,0.01,0.44,0.0075,1.45,0.2,0.5,0.15,0.25,0.5,12,156797.529073225
"663",58,6,0.01,0.44,0.01,1.45,0.2,0.5,0.15,0.25,0.5,12,50492.2407436634
"664",59,6,0.01,0.44,0.0125,1.45,0.2,0.5,0.15,0.25,0.5,12,42639.1973953644
"665",60,6,0.01,0.44,0.015,1.45,0.2,0.5,0.15,0.25,0.5,12,58088.7782147056
"666",61,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.5,12,81407.3784503949
"667",62,6,0.01,0.44,0.02,1.45,0.2,0.5,0.15,0.25,0.5,12,111488.625936162
"668",63,6,0.01,0.44,0.0225,1.45,0.2,0.5,0.15,0.25,0.5,12,143459.468053352
"669",64,6,0.01,0.44,0.025,1.45,0.2,0.5,0.15,0.25,0.5,12,179559.031237064
"670",65,6,0.01,0.44,0.0275,1.45,0.2,0.5,0.15,0.25,0.5,12,217578.210223487
"671",66,6,0.01,0.44,0.03,1.45,0.2,0.5,0.15,0.25,0.5,12,255780.498250999
"672",67,6,0.01,0.44,0.005,1.45,0.2,0.5,0.15,0.25,0.58,12,707221.28560172
"673",68,6,0.01,0.44,0.0075,1.45,0.2,0.5,0.15,0.25,0.58,12,156880.655490092
"674",69,6,0.01,0.44,0.01,1.45,0.2,0.5,0.15,0.25,0.58,12,50499.0977690273
"675",70,6,0.01,0.44,0.0125,1.45,0.2,0.5,0.15,0.25,0.58,12,42610.3603230207
"676",71,6,0.01,0.44,0.015,1.45,0.2,0.5,0.15,0.25,0.58,12,58043.8085491679
"677",72,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.58,12,82077.821733108
"678",73,6,0.01,0.44,0.02,1.45,0.2,0.5,0.15,0.25,0.58,12,110424.654969864
"679",74,6,0.01,0.44,0.0225,1.45,0.2,0.5,0.15,0.25,0.58,12,144214.951495865
"680",75,6,0.01,0.44,0.025,1.45,0.2,0.5,0.15,0.25,0.58,12,179736.13899462
"681",76,6,0.01,0.44,0.0275,1.45,0.2,0.5,0.15,0.25,0.58,12,217496.590315426
"682",77,6,0.01,0.44,0.03,1.45,0.2,0.5,0.15,0.25,0.58,12,256217.149943977
"683",78,6,0.01,0.44,0.005,1.45,0.2,0.5,0.15,0.25,0.66,12,706485.675186811
"684",79,6,0.01,0.44,0.0075,1.45,0.2,0.5,0.15,0.25,0.66,12,156734.164422374
"685",80,6,0.01,0.44,0.01,1.45,0.2,0.5,0.15,0.25,0.66,12,50497.6342043103
"686",81,6,0.01,0.44,0.0125,1.45,0.2,0.5,0.15,0.25,0.66,12,42262.2183506946
"687",82,6,0.01,0.44,0.015,1.45,0.2,0.5,0.15,0.25,0.66,12,58347.0918129569
"688",83,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.66,12,82078.089062708
"689",84,6,0.01,0.44,0.02,1.45,0.2,0.5,0.15,0.25,0.66,12,110666.781052394
"690",85,6,0.01,0.44,0.0225,1.45,0.2,0.5,0.15,0.25,0.66,12,143923.230345842
"691",86,6,0.01,0.44,0.025,1.45,0.2,0.5,0.15,0.25,0.66,12,179455.312261376
"692",87,6,0.01,0.44,0.0275,1.45,0.2,0.5,0.15,0.25,0.66,12,216819.99564682
"693",88,6,0.01,0.44,0.03,1.45,0.2,0.5,0.15,0.25,0.66,12,256239.548301532
"694",89,6,0.01,0.44,0.005,1.45,0.2,0.5,0.15,0.25,0.74,12,706466.458781719
"695",90,6,0.01,0.44,0.0075,1.45,0.2,0.5,0.15,0.25,0.74,12,156723.308567342
"696",91,6,0.01,0.44,0.01,1.45,0.2,0.5,0.15,0.25,0.74,12,50498.2462719384
"697",92,6,0.01,0.44,0.0125,1.45,0.2,0.5,0.15,0.25,0.74,12,43139.9545311579
"698",93,6,0.01,0.44,0.015,1.45,0.2,0.5,0.15,0.25,0.74,12,57945.9567889978
"699",94,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.74,12,81165.9676144957
"700",95,6,0.01,0.44,0.02,1.45,0.2,0.5,0.15,0.25,0.74,12,110674.948813781
"701",96,6,0.01,0.44,0.0225,1.45,0.2,0.5,0.15,0.25,0.74,12,143447.043956285
"702",97,6,0.01,0.44,0.025,1.45,0.2,0.5,0.15,0.25,0.74,12,179571.614440887
"703",98,6,0.01,0.44,0.0275,1.45,0.2,0.5,0.15,0.25,0.74,12,216782.794648087
"704",99,6,0.01,0.44,0.03,1.45,0.2,0.5,0.15,0.25,0.74,12,256074.601979064
"705",100,6,0.01,0.44,0.005,1.45,0.2,0.5,0.15,0.25,0.82,12,707304.616843156
"706",101,6,0.01,0.44,0.0075,1.45,0.2,0.5,0.15,0.25,0.82,12,156723.112434778
"707",102,6,0.01,0.44,0.01,1.45,0.2,0.5,0.15,0.25,0.82,12,50499.9128058023
"708",103,6,0.01,0.44,0.0125,1.45,0.2,0.5,0.15,0.25,0.82,12,43073.0741261275
"709",104,6,0.01,0.44,0.015,1.45,0.2,0.5,0.15,0.25,0.82,12,57948.7942868838
"710",105,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.82,12,82559.2126552766
"711",106,6,0.01,0.44,0.02,1.45,0.2,0.5,0.15,0.25,0.82,12,111496.75682594
"712",107,6,0.01,0.44,0.0225,1.45,0.2,0.5,0.15,0.25,0.82,12,143884.262019114
"713",108,6,0.01,0.44,0.025,1.45,0.2,0.5,0.15,0.25,0.82,12,179100.519942976
"714",109,6,0.01,0.44,0.0275,1.45,0.2,0.5,0.15,0.25,0.82,12,216619.654982848
"715",110,6,0.01,0.44,0.03,1.45,0.2,0.5,0.15,0.25,0.82,12,256221.432907977
"716",111,6,0.01,0.44,0.005,1.45,0.2,0.5,0.15,0.25,0.9,12,706644.473111967
"717",112,6,0.01,0.44,0.0075,1.45,0.2,0.5,0.15,0.25,0.9,12,156724.015655244
"718",113,6,0.01,0.44,0.01,1.45,0.2,0.5,0.15,0.25,0.9,12,50498.5518047547
"719",114,6,0.01,0.44,0.0125,1.45,0.2,0.5,0.15,0.25,0.9,12,42588.9775755371
"720",115,6,0.01,0.44,0.015,1.45,0.2,0.5,0.15,0.25,0.9,12,58352.1217947919
"721",116,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.9,12,81165.7029490418
"722",117,6,0.01,0.44,0.02,1.45,0.2,0.5,0.15,0.25,0.9,12,111482.55284606
"723",118,6,0.01,0.44,0.0225,1.45,0.2,0.5,0.15,0.25,0.9,12,143482.034455174
"724",119,6,0.01,0.44,0.025,1.45,0.2,0.5,0.15,0.25,0.9,12,179655.573536353
"725",120,6,0.01,0.44,0.0275,1.45,0.2,0.5,0.15,0.25,0.9,12,216975.120408576
"726",121,6,0.01,0.44,0.03,1.45,0.2,0.5,0.15,0.25,0.9,12,255675.342321376
"727",1,6,0.01,0.44,0.0175,1.1,0.1,0.5,0.15,0.25,0.5,12,200742.971322061
"728",2,6,0.01,0.44,0.0175,1.17,0.1,0.5,0.15,0.25,0.5,12,223831.067920164
"729",3,6,0.01,0.44,0.0175,1.24,0.1,0.5,0.15,0.25,0.5,12,198002.81579952
"730",4,6,0.01,0.44,0.0175,1.31,0.1,0.5,0.15,0.25,0.5,12,181243.827961774
"731",5,6,0.01,0.44,0.0175,1.38,0.1,0.5,0.15,0.25,0.5,12,176760.207114868
"732",6,6,0.01,0.44,0.0175,1.45,0.1,0.5,0.15,0.25,0.5,12,197986.891083881
"733",7,6,0.01,0.44,0.0175,1.52,0.1,0.5,0.15,0.25,0.5,12,230119.392092523
"734",8,6,0.01,0.44,0.0175,1.59,0.1,0.5,0.15,0.25,0.5,12,262469.961045931
"735",9,6,0.01,0.44,0.0175,1.66,0.1,0.5,0.15,0.25,0.5,12,294169.435351931
"736",10,6,0.01,0.44,0.0175,1.73,0.1,0.5,0.15,0.25,0.5,12,324177.813519153
"737",11,6,0.01,0.44,0.0175,1.8,0.1,0.5,0.15,0.25,0.5,12,352137.992729626
"738",12,6,0.01,0.44,0.0175,1.1,0.12,0.5,0.15,0.25,0.5,12,189180.066436182
"739",13,6,0.01,0.44,0.0175,1.17,0.12,0.5,0.15,0.25,0.5,12,182212.002118086
"740",14,6,0.01,0.44,0.0175,1.24,0.12,0.5,0.15,0.25,0.5,12,160026.005728921
"741",15,6,0.01,0.44,0.0175,1.31,0.12,0.5,0.15,0.25,0.5,12,142833.487284032
"742",16,6,0.01,0.44,0.0175,1.38,0.12,0.5,0.15,0.25,0.5,12,141396.409636905
"743",17,6,0.01,0.44,0.0175,1.45,0.12,0.5,0.15,0.25,0.5,12,160005.326745309
"744",18,6,0.01,0.44,0.0175,1.52,0.12,0.5,0.15,0.25,0.5,12,188096.485679117
"745",19,6,0.01,0.44,0.0175,1.59,0.12,0.5,0.15,0.25,0.5,12,219700.267089306
"746",20,6,0.01,0.44,0.0175,1.66,0.12,0.5,0.15,0.25,0.5,12,249314.711628102
"747",21,6,0.01,0.44,0.0175,1.73,0.12,0.5,0.15,0.25,0.5,12,276649.765368753
"748",22,6,0.01,0.44,0.0175,1.8,0.12,0.5,0.15,0.25,0.5,12,302057.660760531
"749",23,6,0.01,0.44,0.0175,1.1,0.14,0.5,0.15,0.25,0.5,12,175664.476326843
"750",24,6,0.01,0.44,0.0175,1.17,0.14,0.5,0.15,0.25,0.5,12,158403.243913174
"751",25,6,0.01,0.44,0.0175,1.24,0.14,0.5,0.15,0.25,0.5,12,132969.285160729
"752",26,6,0.01,0.44,0.0175,1.31,0.14,0.5,0.15,0.25,0.5,12,106503.058105446
"753",27,6,0.01,0.44,0.0175,1.38,0.14,0.5,0.15,0.25,0.5,12,113544.411006921
"754",28,6,0.01,0.44,0.0175,1.45,0.14,0.5,0.15,0.25,0.5,12,133129.251484121
"755",29,6,0.01,0.44,0.0175,1.52,0.14,0.5,0.15,0.25,0.5,12,159791.433145794
"756",30,6,0.01,0.44,0.0175,1.59,0.14,0.5,0.15,0.25,0.5,12,187763.603486162
"757",31,6,0.01,0.44,0.0175,1.66,0.14,0.5,0.15,0.25,0.5,12,215159.876553487
"758",32,6,0.01,0.44,0.0175,1.73,0.14,0.5,0.15,0.25,0.5,12,240776.357841953
"759",33,6,0.01,0.44,0.0175,1.8,0.14,0.5,0.15,0.25,0.5,12,264384.341015553
"760",34,6,0.01,0.44,0.0175,1.1,0.16,0.5,0.15,0.25,0.5,12,138529.212218175
"761",35,6,0.01,0.44,0.0175,1.17,0.16,0.5,0.15,0.25,0.5,12,128958.312966856
"762",36,6,0.01,0.44,0.0175,1.24,0.16,0.5,0.15,0.25,0.5,12,109049.357564509
"763",37,6,0.01,0.44,0.0175,1.31,0.16,0.5,0.15,0.25,0.5,12,94653.102439641
"764",38,6,0.01,0.44,0.0175,1.38,0.16,0.5,0.15,0.25,0.5,12,96852.7165791426
"765",39,6,0.01,0.44,0.0175,1.45,0.16,0.5,0.15,0.25,0.5,12,113026.034193802
"766",40,6,0.01,0.44,0.0175,1.52,0.16,0.5,0.15,0.25,0.5,12,137135.611909715
"767",41,6,0.01,0.44,0.0175,1.59,0.16,0.5,0.15,0.25,0.5,12,163699.76063022
"768",42,6,0.01,0.44,0.0175,1.66,0.16,0.5,0.15,0.25,0.5,12,189135.730264823
"769",43,6,0.01,0.44,0.0175,1.73,0.16,0.5,0.15,0.25,0.5,12,212824.580893143
"770",44,6,0.01,0.44,0.0175,1.8,0.16,0.5,0.15,0.25,0.5,12,234842.161026864
"771",45,6,0.01,0.44,0.0175,1.1,0.18,0.5,0.15,0.25,0.5,12,139589.927884032
"772",46,6,0.01,0.44,0.0175,1.17,0.18,0.5,0.15,0.25,0.5,12,111162.663858527
"773",47,6,0.01,0.44,0.0175,1.24,0.18,0.5,0.15,0.25,0.5,12,84927.8125264258
"774",48,6,0.01,0.44,0.0175,1.31,0.18,0.5,0.15,0.25,0.5,12,75941.0118945102
"775",49,6,0.01,0.44,0.0175,1.38,0.18,0.5,0.15,0.25,0.5,12,82806.3821592398
"776",50,6,0.01,0.44,0.0175,1.45,0.18,0.5,0.15,0.25,0.5,12,95995.690251387
"777",51,6,0.01,0.44,0.0175,1.52,0.18,0.5,0.15,0.25,0.5,12,119296.006458633
"778",52,6,0.01,0.44,0.0175,1.59,0.18,0.5,0.15,0.25,0.5,12,144604.712712055
"779",53,6,0.01,0.44,0.0175,1.66,0.18,0.5,0.15,0.25,0.5,12,168876.032418627
"780",54,6,0.01,0.44,0.0175,1.73,0.18,0.5,0.15,0.25,0.5,12,190936.861817544
"781",55,6,0.01,0.44,0.0175,1.8,0.18,0.5,0.15,0.25,0.5,12,211339.314470186
"782",56,6,0.01,0.44,0.0175,1.1,0.2,0.5,0.15,0.25,0.5,12,126563.645225582
"783",57,6,0.01,0.44,0.0175,1.17,0.2,0.5,0.15,0.25,0.5,12,99761.1645028824
"784",58,6,0.01,0.44,0.0175,1.24,0.2,0.5,0.15,0.25,0.5,12,71691.1873535625
"785",59,6,0.01,0.44,0.0175,1.31,0.2,0.5,0.15,0.25,0.5,12,55747.7343664235
"786",60,6,0.01,0.44,0.0175,1.38,0.2,0.5,0.15,0.25,0.5,12,64322.3754669067
"787",61,6,0.01,0.44,0.0175,1.45,0.2,0.5,0.15,0.25,0.5,12,81407.3784503949
"788",62,6,0.01,0.44,0.0175,1.52,0.2,0.5,0.15,0.25,0.5,12,105097.867115738
"789",63,6,0.01,0.44,0.0175,1.59,0.2,0.5,0.15,0.25,0.5,12,129794.88053513
"790",64,6,0.01,0.44,0.0175,1.66,0.2,0.5,0.15,0.25,0.5,12,152521.129761736
"791",65,6,0.01,0.44,0.0175,1.73,0.2,0.5,0.15,0.25,0.5,12,173424.670859422
"792",66,6,0.01,0.44,0.0175,1.8,0.2,0.5,0.15,0.25,0.5,12,192652.367945737
"793",67,6,0.01,0.44,0.0175,1.1,0.22,0.5,0.15,0.25,0.5,12,111337.45006245
"794",68,6,0.01,0.44,0.0175,1.17,0.22,0.5,0.15,0.25,0.5,12,84440.1897494044
"795",69,6,0.01,0.44,0.0175,1.24,0.22,0.5,0.15,0.25,0.5,12,62331.8995491684
"796",70,6,0.01,0.44,0.0175,1.31,0.22,0.5,0.15,0.25,0.5,12,47929.2457580082
"797",71,6,0.01,0.44,0.0175,1.38,0.22,0.5,0.15,0.25,0.5,12,56293.4694997218
"798",72,6,0.01,0.44,0.0175,1.45,0.22,0.5,0.15,0.25,0.5,12,70052.5941397243
"799",73,6,0.01,0.44,0.0175,1.52,0.22,0.5,0.15,0.25,0.5,12,93634.2031885824
"800",74,6,0.01,0.44,0.0175,1.59,0.22,0.5,0.15,0.25,0.5,12,116934.569123397
"801",75,6,0.01,0.44,0.0175,1.66,0.22,0.5,0.15,0.25,0.5,12,138950.439021717
"802",76,6,0.01,0.44,0.0175,1.73,0.22,0.5,0.15,0.25,0.5,12,159028.435283327
"803",77,6,0.01,0.44,0.0175,1.8,0.22,0.5,0.15,0.25,0.5,12,177248.086194181
"804",78,6,0.01,0.44,0.0175,1.1,0.24,0.5,0.15,0.25,0.5,12,98125.6503683609
"805",79,6,0.01,0.44,0.0175,1.17,0.24,0.5,0.15,0.25,0.5,12,71153.0557375261
"806",80,6,0.01,0.44,0.0175,1.24,0.24,0.5,0.15,0.25,0.5,12,54823.9365553619
"807",81,6,0.01,0.44,0.0175,1.31,0.24,0.5,0.15,0.25,0.5,12,43843.592253714
"808",82,6,0.01,0.44,0.0175,1.38,0.24,0.5,0.15,0.25,0.5,12,51582.545195041
"809",83,6,0.01,0.44,0.0175,1.45,0.24,0.5,0.15,0.25,0.5,12,62381.460709049
"810",84,6,0.01,0.44,0.0175,1.52,0.24,0.5,0.15,0.25,0.5,12,84298.9834115478
"811",85,6,0.01,0.44,0.0175,1.59,0.24,0.5,0.15,0.25,0.5,12,107256.584388903
"812",86,6,0.01,0.44,0.0175,1.66,0.24,0.5,0.15,0.25,0.5,12,127878.58940059
"813",87,6,0.01,0.44,0.0175,1.73,0.24,0.5,0.15,0.25,0.5,12,147155.148551324
"814",88,6,0.01,0.44,0.0175,1.8,0.24,0.5,0.15,0.25,0.5,12,164287.937243242
"815",89,6,0.01,0.44,0.0175,1.1,0.26,0.5,0.15,0.25,0.5,12,93882.2633417031
"816",90,6,0.01,0.44,0.0175,1.17,0.26,0.5,0.15,0.25,0.5,12,61422.7353258622
"817",91,6,0.01,0.44,0.0175,1.24,0.26,0.5,0.15,0.25,0.5,12,40089.3995495567
"818",92,6,0.01,0.44,0.0175,1.31,0.26,0.5,0.15,0.25,0.5,12,33539.3534750283
"819",93,6,0.01,0.44,0.0175,1.38,0.26,0.5,0.15,0.25,0.5,12,48132.445965486
"820",94,6,0.01,0.44,0.0175,1.45,0.26,0.5,0.15,0.25,0.5,12,55995.7148417805
"821",95,6,0.01,0.44,0.0175,1.52,0.26,0.5,0.15,0.25,0.5,12,75701.3293405978
"822",96,6,0.01,0.44,0.0175,1.59,0.26,0.5,0.15,0.25,0.5,12,98695.6557917978
"823",97,6,0.01,0.44,0.0175,1.66,0.26,0.5,0.15,0.25,0.5,12,118905.905808192
"824",98,6,0.01,0.44,0.0175,1.73,0.26,0.5,0.15,0.25,0.5,12,137165.496929998
"825",99,6,0.01,0.44,0.0175,1.8,0.26,0.5,0.15,0.25,0.5,12,153910.21097939
"826",100,6,0.01,0.44,0.0175,1.1,0.28,0.5,0.15,0.25,0.5,12,86504.7918067289
"827",101,6,0.01,0.44,0.0175,1.17,0.28,0.5,0.15,0.25,0.5,12,53634.4166165212
"828",102,6,0.01,0.44,0.0175,1.24,0.28,0.5,0.15,0.25,0.5,12,31563.9018255775
"829",103,6,0.01,0.44,0.0175,1.31,0.28,0.5,0.15,0.25,0.5,12,23584.3641753767
"830",104,6,0.01,0.44,0.0175,1.38,0.28,0.5,0.15,0.25,0.5,12,31555.6781079589
"831",105,6,0.01,0.44,0.0175,1.45,0.28,0.5,0.15,0.25,0.5,12,47628.2991563533
"832",106,6,0.01,0.44,0.0175,1.52,0.28,0.5,0.15,0.25,0.5,12,69432.1421281399
"833",107,6,0.01,0.44,0.0175,1.59,0.28,0.5,0.15,0.25,0.5,12,91062.4809248144
"834",108,6,0.01,0.44,0.0175,1.66,0.28,0.5,0.15,0.25,0.5,12,111415.702292803
"835",109,6,0.01,0.44,0.0175,1.73,0.28,0.5,0.15,0.25,0.5,12,129145.985822506
"836",110,6,0.01,0.44,0.0175,1.8,0.28,0.5,0.15,0.25,0.5,12,144885.513806618
"837",111,6,0.01,0.44,0.0175,1.1,0.3,0.5,0.15,0.25,0.5,12,81405.3311739827
"838",112,6,0.01,0.44,0.0175,1.17,0.3,0.5,0.15,0.25,0.5,12,47639.3921323043
"839",113,6,0.01,0.44,0.0175,1.24,0.3,0.5,0.15,0.25,0.5,12,25857.243773892
"840",114,6,0.01,0.44,0.0175,1.31,0.3,0.5,0.15,0.25,0.5,12,13713.5847844169
"841",115,6,0.01,0.44,0.0175,1.38,0.3,0.5,0.15,0.25,0.5,12,23974.1578044025
"842",116,6,0.01,0.44,0.0175,1.45,0.3,0.5,0.15,0.25,0.5,12,42291.3915490672
"843",117,6,0.01,0.44,0.0175,1.52,0.3,0.5,0.15,0.25,0.5,12,64787.4874652197
"844",118,6,0.01,0.44,0.0175,1.59,0.3,0.5,0.15,0.25,0.5,12,85066.8001578635
"845",119,6,0.01,0.44,0.0175,1.66,0.3,0.5,0.15,0.25,0.5,12,104992.285049192
"846",120,6,0.01,0.44,0.0175,1.73,0.3,0.5,0.15,0.25,0.5,12,122353.300210027
"847",121,6,0.01,0.44,0.0175,1.8,0.3,0.5,0.15,0.25,0.5,12,137411.552300314
"848",1,6,0.01,0.44,0.0175,1.1,0.2,0.01,0.15,0.25,0.5,12,124791.22376106
"849",2,6,0.01,0.44,0.0175,1.17,0.2,0.01,0.15,0.25,0.5,12,97115.9042406698
"850",3,6,0.01,0.44,0.0175,1.24,0.2,0.01,0.15,0.25,0.5,12,68468.8991966185
"851",4,6,0.01,0.44,0.0175,1.31,0.2,0.01,0.15,0.25,0.5,12,49749.7011800396
"852",5,6,0.01,0.44,0.0175,1.38,0.2,0.01,0.15,0.25,0.5,12,60535.6106367834
"853",6,6,0.01,0.44,0.0175,1.45,0.2,0.01,0.15,0.25,0.5,12,77353.1442505229
"854",7,6,0.01,0.44,0.0175,1.52,0.2,0.01,0.15,0.25,0.5,12,98231.7023098153
"855",8,6,0.01,0.44,0.0175,1.59,0.2,0.01,0.15,0.25,0.5,12,120231.856853175
"856",9,6,0.01,0.44,0.0175,1.66,0.2,0.01,0.15,0.25,0.5,12,139606.860685443
"857",10,6,0.01,0.44,0.0175,1.73,0.2,0.01,0.15,0.25,0.5,12,157392.580787022
"858",11,6,0.01,0.44,0.0175,1.8,0.2,0.01,0.15,0.25,0.5,12,172328.607485501
"859",12,6,0.01,0.44,0.0175,1.1,0.2,0.108,0.15,0.25,0.5,12,124702.853594585
"860",13,6,0.01,0.44,0.0175,1.17,0.2,0.108,0.15,0.25,0.5,12,97613.2071287702
"861",14,6,0.01,0.44,0.0175,1.24,0.2,0.108,0.15,0.25,0.5,12,69331.6508978987
"862",15,6,0.01,0.44,0.0175,1.31,0.2,0.108,0.15,0.25,0.5,12,49992.2294511094
"863",16,6,0.01,0.44,0.0175,1.38,0.2,0.108,0.15,0.25,0.5,12,60957.1632285861
"864",17,6,0.01,0.44,0.0175,1.45,0.2,0.108,0.15,0.25,0.5,12,77415.3121943836
"865",18,6,0.01,0.44,0.0175,1.52,0.2,0.108,0.15,0.25,0.5,12,99491.1199372132
"866",19,6,0.01,0.44,0.0175,1.59,0.2,0.108,0.15,0.25,0.5,12,122003.640629075
"867",20,6,0.01,0.44,0.0175,1.66,0.2,0.108,0.15,0.25,0.5,12,142146.548012242
"868",21,6,0.01,0.44,0.0175,1.73,0.2,0.108,0.15,0.25,0.5,12,160202.780416998
"869",22,6,0.01,0.44,0.0175,1.8,0.2,0.108,0.15,0.25,0.5,12,176215.630581134
"870",23,6,0.01,0.44,0.0175,1.1,0.2,0.206,0.15,0.25,0.5,12,120785.06690878
"871",24,6,0.01,0.44,0.0175,1.17,0.2,0.206,0.15,0.25,0.5,12,98386.88939396
"872",25,6,0.01,0.44,0.0175,1.24,0.2,0.206,0.15,0.25,0.5,12,69896.3610814246
"873",26,6,0.01,0.44,0.0175,1.31,0.2,0.206,0.15,0.25,0.5,12,51131.1787931878
"874",27,6,0.01,0.44,0.0175,1.38,0.2,0.206,0.15,0.25,0.5,12,62045.4259743999
"875",28,6,0.01,0.44,0.0175,1.45,0.2,0.206,0.15,0.25,0.5,12,78542.3890853367
"876",29,6,0.01,0.44,0.0175,1.52,0.2,0.206,0.15,0.25,0.5,12,100771.042964175
"877",30,6,0.01,0.44,0.0175,1.59,0.2,0.206,0.15,0.25,0.5,12,123638.865220755
"878",31,6,0.01,0.44,0.0175,1.66,0.2,0.206,0.15,0.25,0.5,12,144522.335232759
"879",32,6,0.01,0.44,0.0175,1.73,0.2,0.206,0.15,0.25,0.5,12,163270.301132348
"880",33,6,0.01,0.44,0.0175,1.8,0.2,0.206,0.15,0.25,0.5,12,179926.291043459
"881",34,6,0.01,0.44,0.0175,1.1,0.2,0.304,0.15,0.25,0.5,12,123042.477558601
"882",35,6,0.01,0.44,0.0175,1.17,0.2,0.304,0.15,0.25,0.5,12,98450.2332256065
"883",36,6,0.01,0.44,0.0175,1.24,0.2,0.304,0.15,0.25,0.5,12,70247.4845614628
"884",37,6,0.01,0.44,0.0175,1.31,0.2,0.304,0.15,0.25,0.5,12,55962.7309467874
"885",38,6,0.01,0.44,0.0175,1.38,0.2,0.304,0.15,0.25,0.5,12,62609.31531204
"886",39,6,0.01,0.44,0.0175,1.45,0.2,0.304,0.15,0.25,0.5,12,79527.3350227925
"887",40,6,0.01,0.44,0.0175,1.52,0.2,0.304,0.15,0.25,0.5,12,102414.362218894
"888",41,6,0.01,0.44,0.0175,1.59,0.2,0.304,0.15,0.25,0.5,12,125559.538228612
"889",42,6,0.01,0.44,0.0175,1.66,0.2,0.304,0.15,0.25,0.5,12,147079.563527168
"890",43,6,0.01,0.44,0.0175,1.73,0.2,0.304,0.15,0.25,0.5,12,166507.039806526
"891",44,6,0.01,0.44,0.0175,1.8,0.2,0.304,0.15,0.25,0.5,12,183872.16273987
"892",45,6,0.01,0.44,0.0175,1.1,0.2,0.402,0.15,0.25,0.5,12,123446.708515395
"893",46,6,0.01,0.44,0.0175,1.17,0.2,0.402,0.15,0.25,0.5,12,99261.788718614
"894",47,6,0.01,0.44,0.0175,1.24,0.2,0.402,0.15,0.25,0.5,12,71066.432733567
