Date,TemperatureHighF,TemperatureAvgF,TemperatureLowF,DewpointHighF,DewpointAvgF,DewpointLowF,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxIn,PressureMinIn,WindSpeedMaxMPH,WindSpeedAvgMPH,GustSpeedMaxMPH,PrecipitationSumIn
2014-8-25,85.5,68.0,51.3,49.8,44.5,37.0,81,46,19,29.89,29.75,8,1,11,0.00 
2014-8-26,89.2,69.8,50.7,49.3,44.1,36.0,74,44,16,30.01,29.85,6,0,8,0.00 
2014-8-27,92.8,71.9,54.3,52.3,47.5,43.9,75,46,19,30.02,29.90,8,1,9,0.00 
2014-8-28,93.4,72.5,54.5,51.8,45.3,39.4,74,42,16,30.02,29.85,11,1,11,0.00 
2014-8-29,90.0,70.7,52.9,48.0,40.5,31.5,65,38,13,29.91,29.76,13,1,14,0.00 
2014-8-30,76.6,62.6,50.4,50.0,42.5,37.0,70,49,32,29.94,29.84,4,0,5,0.00 
2014-8-31,76.6,61.3,47.1,50.9,43.4,35.8,84,56,24,30.01,29.91,7,0,7,0.00 
2014-9-1,87.1,65.0,44.8,46.8,41.6,30.2,82,48,14,30.04,29.81,6,1,8,0.00 
2014-9-2,91.4,69.2,48.6,47.5,41.9,26.6,71,42,12,29.87,29.67,8,1,10,0.00 
2014-9-3,82.9,65.6,50.5,48.0,32.4,3.7,78,38,5,29.91,29.78,9,1,11,0.00 
2014-9-4,84.0,61.4,41.5,34.7,29.0,21.2,67,34,10,29.93,29.76,6,0,8,0.00 
2014-9-5,88.5,64.0,42.3,39.6,29.3,24.8,58,31,11,29.99,29.81,7,1,8,0.00 
2014-9-6,90.0,67.0,45.7,40.3,33.0,27.0,61,32,11,29.96,29.79,8,1,9,0.00 
2014-9-7,89.1,66.1,46.6,41.9,35.7,29.3,64,36,12,29.88,29.73,7,0,9,0.00 
2014-9-8,86.4,65.1,46.6,43.9,39.1,32.9,74,42,17,29.90,29.74,8,0,9,0.00 
2014-9-9,82.8,63.2,45.9,43.3,35.8,26.4,72,41,14,30.04,29.89,4,0,7,0.00 
2014-9-10,88.7,64.3,43.5,40.5,33.5,8.4,69,37,5,30.10,29.87,6,0,8,0.00 
2014-9-11,89.6,67.3,47.5,43.0,38.4,34.0,65,38,16,30.01,29.82,6,1,8,0.00 
2014-9-12,91.8,69.1,49.5,45.1,38.4,30.6,69,38,12,29.92,29.77,8,1,9,0.00 
2014-9-13,90.7,67.9,47.7,43.9,37.2,31.3,61,35,15,29.88,29.74,8,1,10,0.00 
2014-9-14,90.7,69.0,50.0,46.8,42.3,39.7,72,42,18,29.87,29.73,9,1,9,0.00 
2014-9-15,88.3,69.4,51.3,48.0,41.6,35.8,77,41,17,29.86,29.72,19,2,21,0.00 
2014-9-16,87.1,68.7,51.6,43.9,35.2,24.6,56,33,11,29.83,29.73,9,1,13,0.00 
2014-9-17,83.1,67.9,55.8,55.9,40.1,32.0,93,40,19,29.76,29.58,17,3,24,0.18 
2014-9-18,75.9,61.8,52.5,59.2,53.6,49.8,97,77,43,29.94,29.68,8,0,11,0.19 
2014-9-19,84.4,64.9,49.6,55.6,51.3,47.8,95,66,29,30.04,29.86,5,0,8,0.00 
2014-9-20,91.9,68.3,50.4,53.4,48.9,43.7,88,55,19,29.98,29.77,6,1,8,0.00 
2014-9-21,85.6,69.0,54.0,55.2,49.0,43.7,81,52,30,29.93,29.80,8,1,13,0.00 
2014-9-22,84.4,67.1,51.4,53.6,47.1,43.9,78,52,27,29.97,29.82,6,1,9,0.00 
2014-9-23,79.3,67.4,54.0,53.1,47.8,44.4,77,52,32,29.88,29.76,15,2,19,0.00 
2014-9-24,67.8,60.5,52.3,57.0,52.0,46.9,94,76,52,29.88,29.74,8,1,11,1.09 
2014-9-25,65.1,55.2,48.9,51.6,48.3,43.7,95,79,48,29.99,29.80,9,1,11,1.26 
2014-9-26,66.9,52.3,42.4,49.6,44.4,40.3,95,77,41,30.07,29.96,10,1,10,0.01 
2014-9-27,70.2,55.1,41.5,49.3,44.0,39.4,95,70,38,30.05,29.89,10,1,12,0.02 
2014-9-28,70.0,59.6,52.3,51.8,49.0,46.8,83,69,45,29.94,29.82,6,0,7,0.00 
2014-9-29,75.4,59.4,43.9,53.4,46.9,41.5,94,67,35,30.04,29.90,6,0,9,0.00 
2014-9-30,67.3,57.5,45.9,48.9,43.7,38.8,85,62,36,30.09,29.96,9,1,10,0.00 
2014-10-1,69.3,51.1,36.9,43.3,38.9,34.2,92,67,31,30.19,30.07,6,1,8,0.00 
2014-10-2,77.2,53.9,37.0,46.2,38.9,29.7,89,62,20,30.26,30.15,6,0,6,0.00 
2014-10-3,81.0,57.9,41.5,51.3,42.6,37.6,87,61,25,30.29,30.13,5,0,6,0.00 
2014-10-4,83.1,59.5,43.2,52.9,43.7,39.6,89,60,24,30.23,30.05,5,0,5,0.00 
2014-10-5,84.0,59.3,42.3,52.2,43.2,37.9,86,59,24,30.15,29.99,4,0,5,0.00 
2014-10-6,85.1,60.3,42.8,50.4,42.6,38.7,87,56,23,30.08,29.90,4,0,5,0.00 
2014-10-7,83.3,59.3,43.3,46.2,38.8,21.4,84,53,12,30.02,29.89,11,1,13,0.00 
2014-10-8,78.6,57.4,41.2,44.8,39.7,35.1,80,56,23,30.02,29.91,6,0,7,0.00 
2014-10-9,76.5,55.6,40.6,45.0,40.6,34.9,89,61,26,30.05,29.94,5,0,5,0.00 
2014-10-10,77.4,57.7,39.7,49.8,41.6,35.8,87,58,27,30.15,30.03,5,0,6,0.00 
2014-10-11,75.2,56.1,41.7,50.2,43.4,38.7,89,65,36,30.23,30.08,8,1,9,0.00 
2014-10-12,70.9,51.8,38.5,44.6,38.0,32.2,92,64,28,30.28,30.10,6,0,7,0.00 
2014-10-13,81.9,54.8,36.3,45.3,34.7,24.1,82,52,13,30.12,29.85,8,0,8,0.00 
2014-10-14,67.5,55.2,47.5,47.8,38.6,27.1,94,57,24,29.86,29.59,16,2,19,0.19 
2014-10-15,56.7,49.0,42.8,47.3,42.8,39.6,91,80,57,30.05,29.61,15,1,15,0.82 
2014-10-16,66.0,51.7,42.6,47.3,43.3,40.3,94,75,45,30.06,29.86,8,1,10,0.00 
2014-10-17,62.6,53.9,46.8,51.8,44.9,40.8,92,73,48,29.97,29.83,12,2,16,0.02 
2014-10-18,70.3,55.6,46.0,54.3,48.9,44.6,95,80,49,30.04,29.87,6,0,7,0.02 
2014-10-19,71.4,53.8,40.8,54.9,46.1,39.6,100,78,42,29.89,29.78,13,1,16,0.00 
2014-10-20,59.4,52.9,43.2,51.8,45.2,38.5,95,76,52,29.97,29.72,13,2,14,0.09 
2014-10-21,60.4,48.1,40.1,45.1,41.1,37.6,95,79,44,30.14,29.97,7,0,7,0.09 
2014-10-22,63.0,52.1,43.9,51.4,46.2,41.4,94,81,56,30.04,29.90,10,1,12,0.35 
2014-10-23,54.1,50.8,47.5,50.9,48.3,45.0,95,91,84,30.05,29.87,8,2,17,0.04 
2014-10-24,66.2,54.6,46.4,53.1,45.8,42.6,95,75,46,30.04,29.69,17,3,20,0.25 
2014-10-25,60.4,52.8,41.4,49.5,43.6,36.1,90,72,48,30.06,29.55,23,4,27,0.04 
2014-10-26,53.2,44.3,36.7,42.4,37.9,34.0,93,79,58,30.24,30.06,9,1,10,0.04 
2014-10-27,57.2,43.9,36.7,43.2,38.3,34.3,94,82,53,30.23,30.10,5,0,5,0.00 
2014-10-28,58.6,45.7,34.0,49.5,41.4,31.8,95,86,66,30.23,30.14,6,0,7,0.01 
2014-10-29,61.9,51.3,45.3,54.0,48.1,44.1,98,89,67,30.22,30.07,6,0,6,0.01 
2014-10-30,64.6,52.0,45.1,57.2,48.8,43.9,96,89,67,30.07,29.76,4,0,5,0.01 
2014-10-31,57.4,49.1,42.3,51.3,44.5,39.6,93,85,72,29.83,29.72,7,0,10,0.25 
2014-11-1,54.0,44.8,37.2,42.3,38.6,33.6,95,80,48,30.13,29.72,8,1,9,0.02 
2014-11-2,54.7,40.9,32.7,39.7,35.5,30.9,95,83,48,30.32,30.12,5,0,6,0.00 
2014-11-3,57.6,43.7,36.7,44.2,38.6,34.7,94,83,53,30.37,30.26,4,0,5,0.00 
2014-11-4,58.5,48.2,42.4,49.8,43.9,40.1,93,86,66,30.39,30.29,4,0,5,0.00 
2014-11-5,58.1,47.0,40.8,52.0,44.6,39.0,96,92,77,30.41,30.16,5,0,5,0.01 
2014-11-6,70.0,53.9,41.2,52.0,44.3,37.8,97,74,32,30.25,30.13,16,1,16,0.01 
2014-11-7,59.7,48.6,40.8,50.9,45.1,38.5,95,88,68,30.35,30.25,5,0,5,0.00 
2014-11-8,58.6,46.3,39.7,52.3,43.9,38.3,96,91,76,30.35,30.19,5,0,5,0.01 
2014-11-9,56.7,45.1,37.9,50.5,43.1,35.8,97,93,80,30.20,29.99,5,0,5,0.01 
2014-11-10,57.7,43.7,35.6,45.7,39.4,33.4,96,86,56,30.06,29.91,6,0,7,0.01 
2014-11-11,50.7,37.6,30.6,43.0,34.7,29.1,96,90,68,30.05,29.96,5,0,5,0.01 
2014-11-12,47.5,37.6,29.1,39.7,34.1,27.9,96,88,66,30.12,29.97,4,0,5,0.10 
2014-11-13,56.3,47.0,40.1,48.4,41.4,37.6,96,82,61,30.04,29.92,19,2,19,0.30 
2014-11-14,56.1,48.3,39.6,43.9,40.7,35.8,93,76,61,30.10,29.99,15,3,19,0.01 
2014-11-15,55.4,42.3,34.0,42.6,36.5,30.7,94,81,54,30.39,30.09,7,0,7,0.01 
2014-11-16,45.7,33.8,27.1,34.0,28.9,24.8,92,83,56,30.50,30.38,5,0,7,0.00 
2014-11-17,47.1,30.9,20.8,35.4,26.7,18.7,94,85,58,30.52,30.34,4,0,4,0.00 
2014-11-18,42.6,32.5,22.5,35.4,29.2,20.7,94,88,71,30.35,30.19,5,0,5,0.01 
2014-11-19,52.0,42.5,35.2,43.5,37.9,32.9,94,85,56,30.19,29.99,26,2,30,0.01 
2014-11-20,48.6,40.9,36.7,45.0,39.0,35.2,96,93,83,30.12,29.99,5,0,5,0.05 
2014-11-21,52.0,40.7,34.0,47.8,39.0,32.2,97,94,86,30.09,29.86,17,1,17,0.55 
2014-11-22,53.1,44.0,32.0,46.6,40.4,30.4,96,88,53,30.36,29.85,15,2,16,0.96 
2014-11-23,42.3,33.2,28.9,37.6,31.5,27.5,100,94,79,30.53,30.35,5,0,5,0.01 
2014-11-24,44.6,33.4,28.2,39.0,31.4,27.0,96,93,77,30.62,30.51,5,0,5,0.00 
2014-11-25,52.7,36.7,28.9,44.8,34.5,27.7,97,92,69,30.65,30.50,4,0,5,0.01 
2014-11-26,39.7,36.2,33.1,39.2,35.5,32.0,98,97,96,30.51,30.28,5,0,5,0.01 
2014-11-27,50.4,39.6,32.4,46.6,37.8,31.6,98,93,83,30.30,30.02,5,0,6,0.01 
2014-11-28,55.2,45.1,36.9,46.9,40.9,31.5,96,86,62,30.02,29.70,20,2,22,0.50 
2014-11-29,51.1,43.2,33.8,45.5,40.6,32.5,95,91,69,29.89,29.66,18,1,21,0.01 
2014-11-30,45.7,39.1,34.0,40.8,37.2,32.7,97,93,80,30.09,29.88,4,0,4,0.02 
2014-12-1,47.5,40.0,35.8,44.2,38.5,34.7,97,94,85,30.21,30.09,4,0,4,0.01 
2014-12-2,41.5,40.1,37.8,40.8,39.3,36.5,97,97,95,30.13,29.78,4,0,5,0.04 
2014-12-3,44.8,41.9,39.6,44.2,41.3,38.8,98,97,97,29.87,29.72,3,0,3,0.01 
2014-12-4,51.4,43.6,38.7,48.6,42.4,37.4,100,96,87,30.03,29.86,4,0,5,0.07 
2014-12-5,58.8,45.1,35.1,48.7,41.7,34.0,98,89,58,30.04,29.87,17,1,18,0.16 
2014-12-6,52.3,44.9,34.3,45.9,41.1,33.3,96,87,72,30.27,29.96,14,1,16,0.22 
2014-12-7,57.0,41.8,33.6,47.7,38.4,32.9,98,89,56,30.27,30.11,16,1,17,0.13 
2014-12-8,50.7,45.0,40.8,49.1,43.7,39.7,100,95,94,30.19,30.09,4,0,5,0.20 
2014-12-9,50.7,44.6,38.7,49.6,43.6,37.9,98,96,95,30.21,30.01,5,0,6,0.02 
2014-12-10,57.4,47.1,39.7,47.3,42.4,38.7,98,85,57,30.02,29.56,29,3,30,0.86 
2014-12-11,50.2,44.9,41.2,46.2,42.5,39.9,97,91,80,29.64,29.26,17,2,22,0.01 
2014-12-12,46.8,41.1,37.2,42.3,39.1,35.6,97,93,81,30.10,29.62,5,0,5,0.01 
2014-12-13,45.3,39.0,33.3,39.0,36.5,31.3,96,91,75,30.27,30.10,3,0,5,0.05 
2014-12-14,41.5,36.3,31.6,38.3,34.1,30.2,95,92,79,30.22,30.01,5,0,5,0.02 
2014-12-15,45.3,39.3,34.9,38.3,35.0,33.3,94,85,67,30.01,29.86,11,1,11,0.01 
2014-12-16,48.2,40.0,32.7,39.4,35.0,31.1,95,83,60,29.90,29.75,16,2,16,0.00 
2014-12-17,49.3,40.7,34.2,41.9,36.6,31.8,97,86,63,30.04,29.80,12,0,15,0.02 
2014-12-18,51.4,43.1,36.0,41.5,38.0,34.7,96,83,59,30.12,29.98,13,2,14,0.09 
2014-12-19,47.7,43.0,39.7,44.1,40.3,38.3,96,90,79,30.09,29.98,9,1,12,0.05 
2014-12-20,54.3,46.3,41.7,49.1,43.4,39.4,95,90,80,30.11,30.00,14,2,16,0.10 
2014-12-21,60.3,55.1,48.0,52.3,49.1,45.7,93,81,70,30.25,30.07,16,4,19,0.14 
2014-12-22,60.6,48.8,41.9,49.5,44.8,40.1,96,87,61,30.36,30.23,6,1,8,0.00 
2014-12-23,48.0,44.0,38.5,44.4,41.8,36.9,97,92,85,30.39,30.15,4,0,4,0.01 
2014-12-24,45.3,40.8,35.4,43.2,37.6,30.7,96,89,73,30.17,29.79,15,1,15,0.42 
2014-12-25,45.0,35.8,29.8,33.4,30.9,27.3,93,83,55,30.34,30.16,6,1,10,0.00 
2014-12-26,45.0,31.5,25.9,34.3,27.7,23.9,96,87,55,30.45,30.32,6,0,6,0.00 
2014-12-27,39.9,30.2,21.9,33.3,27.1,20.1,96,88,69,30.51,30.41,5,0,6,0.01 
2014-12-28,48.9,33.8,26.6,36.3,29.8,24.8,94,86,59,30.43,30.27,5,1,6,0.00 
2014-12-29,39.7,30.4,21.4,32.7,26.6,19.8,95,86,72,30.40,30.17,10,1,11,0.01 
2014-12-30,34.7,27.1,19.6,21.2,17.5,15.1,86,68,47,30.64,30.40,9,1,10,0.00 
2014-12-31,36.7,23.5,15.3,23.5,17.2,12.6,90,78,48,30.67,30.43,7,0,7,0.00 
