date,C1-1,C2-1,C3-1,C4-1,C5-2,C6-2,C7-2,C8-2,C9-3,C10-3,C11-3,C12-3,C13-4,C14-4,C15-4,C16-4,C17-5,C18-5,C19-5,C20-5,C21-6,C22-6,C23-6,C24-6,C25-7,C26-7,C27-7,C28-7,C29-8,C30-8,C31-8,C32-8,C33-9,C34-9,C35-9,C36-9,C37-10,C38-10,C39-10,C40-10,C41-11,C42-11,C43-11,C44-11,C45-12,C46-12,C47-12,C48-12
2/6/2015 5:30,7.494,6.458,6.509,6.051,8.419,5.36,4.506,5.488,8.792,6.102,5.102,5.77,9.558,6.611,5.282,5.616,10.051,6.737,5.411,5.898,9.657,6.56,5.411,5.872,8.668,6.382,5.205,5.642,9.238,6.535,5.437,5.949,8.99,6.889,5.616,5.642,9.509,6.889,5.642,5.77,9.928,7.116,5.796,6.204,8.817,7.142,5.693,5.411
2/6/2015 5:45,7.645,6.458,6.509,6.051,8.369,5.462,4.558,5.488,8.817,6.204,5.154,5.77,9.509,6.712,5.36,5.616,10.051,6.813,5.488,5.898,9.509,6.611,5.462,5.847,8.543,6.433,5.231,5.642,9.163,6.611,5.488,5.949,8.717,6.94,5.668,5.642,9.262,6.94,5.693,5.77,9.756,7.167,5.847,6.204,8.494,7.167,5.745,5.437
2/6/2015 6:00,7.745,6.433,6.484,6.051,8.27,5.539,4.584,5.488,8.841,6.306,5.205,5.77,9.46,6.788,5.411,5.591,10.001,6.914,5.539,5.898,9.312,6.661,5.514,5.847,8.394,6.458,5.282,5.642,9.04,6.661,5.539,5.924,8.469,6.965,5.719,5.642,9.015,6.965,5.745,5.77,9.534,7.242,5.898,6.204,-94.792,7.192,5.796,5.411
2/6/2015 6:15,7.519,6.408,6.484,6.051,8.17,5.642,4.636,5.462,8.841,6.382,5.257,5.745,9.41,6.864,5.488,5.591,9.928,6.99,5.591,5.898,9.139,6.712,5.539,5.847,8.245,6.509,5.308,5.616,8.916,6.737,5.591,5.924,8.17,6.99,5.77,5.642,8.767,6.99,5.796,5.77,9.312,7.268,5.924,6.204,-94.792,7.192,5.821,5.411
2/6/2015 6:30,7.519,6.408,6.484,6.051,8.07,5.693,4.688,5.462,8.817,6.458,5.308,5.745,9.312,6.914,5.539,5.591,9.805,7.041,5.642,5.898,8.916,6.763,5.591,5.847,8.07,6.535,5.36,5.616,8.742,6.788,5.642,5.924,7.945,6.99,5.796,5.642,8.519,6.99,5.821,5.745,9.064,7.318,5.975,6.179,-94.792,7.192,5.872,5.411
2/6/2015 6:45,7.015,6.408,6.458,6.051,7.97,5.77,4.714,5.462,8.742,6.509,5.36,5.745,9.213,6.965,5.591,5.591,9.706,7.116,5.693,5.898,8.717,6.788,5.642,5.847,7.895,6.56,5.385,5.616,8.568,6.813,5.693,5.924,7.72,7.015,5.847,5.642,8.27,7.015,5.872,5.77,8.841,7.368,6.026,6.179,-94.792,7.167,5.898,5.411
2/6/2015 7:00,7.268,6.408,6.458,6.077,7.87,5.821,4.766,5.462,8.643,6.585,5.411,5.745,9.064,7.015,5.642,5.591,9.534,7.167,5.745,5.898,8.469,6.813,5.693,5.847,7.72,6.56,5.411,5.616,8.394,6.864,5.719,5.924,7.469,6.99,5.898,5.642,8.02,6.99,5.898,5.745,8.618,7.368,6.077,6.179,-94.792,7.142,5.949,5.411
2/6/2015 7:15,7.469,6.382,6.458,6.077,7.77,5.872,4.818,5.462,8.519,6.636,5.462,5.745,8.891,7.066,5.693,5.591,9.361,7.192,5.796,5.898,8.27,6.839,5.719,5.847,7.519,6.56,5.437,5.616,8.22,6.889,5.77,5.924,7.116,6.99,5.949,5.642,7.795,6.99,5.949,5.745,8.369,7.393,6.102,6.179,-94.792,7.116,5.975,5.411
2/6/2015 7:30,7.72,6.382,6.458,6.077,7.67,5.924,4.869,5.462,8.394,6.687,5.514,5.745,8.717,7.116,5.745,5.591,9.163,7.242,5.847,5.898,8.07,6.839,5.77,5.847,7.368,6.585,5.488,5.616,8.045,6.914,5.821,5.924,6.914,6.965,5.975,5.642,7.569,6.965,5.975,5.745,8.17,7.419,6.153,6.179,-94.792,7.066,6,5.411
2/6/2015 7:45,7.645,6.357,6.458,6.077,7.519,5.949,4.895,5.437,8.245,6.712,5.565,5.745,8.519,7.116,5.796,5.591,8.941,7.268,5.898,5.898,7.87,6.839,5.796,5.847,7.192,6.56,5.514,5.616,7.87,6.94,5.847,5.898,6.788,6.94,6,5.642,7.343,6.965,6,5.745,7.97,7.419,6.204,6.179,-94.792,7.041,6.026,5.411
2/6/2015 8:00,8.295,6.357,6.433,6.077,7.393,5.975,4.947,5.437,8.07,6.763,5.616,5.745,8.295,7.142,5.847,5.591,8.717,7.268,5.949,5.898,7.67,6.839,5.847,5.847,7.015,6.56,5.539,5.616,7.695,6.94,5.898,5.898,6.458,6.914,6.051,5.642,7.142,6.914,6.026,5.745,7.77,7.419,6.255,6.179,-94.792,6.99,6.051,5.437
2/6/2015 8:15,7.97,6.357,6.433,6.077,7.242,6,4.973,5.437,7.895,6.763,5.642,5.719,8.07,7.167,5.898,5.591,8.519,7.293,6,5.898,7.469,6.839,5.872,5.847,6.864,6.56,5.565,5.616,7.519,6.94,5.949,5.898,6.509,6.864,6.051,5.642,6.94,6.889,6.051,5.745,7.594,7.393,6.281,6.179,-94.792,6.94,6.077,5.437
2/6/2015 8:30,7.695,6.357,6.433,6.102,7.091,6.026,5.024,5.437,7.72,6.788,5.693,5.719,7.87,7.167,5.949,5.565,8.295,7.293,6.026,5.898,7.268,6.813,5.898,5.847,6.687,6.535,5.591,5.616,7.368,6.94,5.975,5.898,6.331,6.813,6.102,5.642,6.737,6.864,6.077,5.745,7.393,7.368,6.306,6.179,-94.792,6.889,6.102,5.437
2/6/2015 8:45,7.544,6.331,6.433,6.102,6.94,6.026,5.076,5.437,7.544,6.788,5.745,5.719,7.67,7.142,6,5.565,8.095,7.293,6.051,5.898,7.091,6.813,5.924,5.847,6.535,6.509,5.616,5.616,7.192,6.914,6,5.898,6.026,6.763,6.102,5.642,6.56,6.813,6.102,5.745,7.192,7.368,6.357,6.179,-94.792,6.813,6.102,5.437
2/6/2015 9:00,7.368,6.331,6.433,6.102,6.763,6.051,5.102,5.437,7.368,6.788,5.77,5.719,7.469,7.116,6.026,5.565,7.895,7.268,6.102,5.898,6.914,6.788,5.949,5.847,6.382,6.484,5.642,5.616,7.041,6.914,6.051,5.898,5.821,6.687,6.128,5.642,6.382,6.763,6.102,5.745,7.041,7.343,6.382,6.179,-94.792,6.763,6.102,5.437
2/6/2015 9:15,7.419,6.331,6.408,6.102,6.611,6.051,5.128,5.437,7.192,6.763,5.796,5.719,7.318,7.116,6.051,5.565,7.695,7.242,6.128,5.898,6.737,6.763,6,5.847,6.23,6.458,5.642,5.616,6.889,6.889,6.051,5.898,5.719,6.56,6.153,5.642,6.23,6.712,6.128,5.77,6.864,7.318,6.408,6.179,-94.792,6.712,6.102,5.437
2/6/2015 9:30,7.015,6.306,6.408,6.102,6.458,6.051,5.154,5.437,7.015,6.763,5.847,5.719,7.142,7.066,6.102,5.565,7.494,7.217,6.153,5.898,6.585,6.712,6.026,5.847,6.102,6.408,5.668,5.616,6.737,6.864,6.102,5.898,5.591,6.458,6.153,5.668,6.051,6.661,6.128,5.77,6.763,7.268,6.433,6.179,-94.792,6.636,6.128,5.437
2/6/2015 9:45,6.965,6.306,6.408,6.102,6.306,6.026,5.179,5.437,6.839,6.737,5.872,5.719,6.965,7.041,6.128,5.565,7.318,7.192,6.204,5.898,6.408,6.687,6.026,5.847,5.949,6.382,5.693,5.616,6.611,6.839,6.102,5.898,5.488,6.408,6.179,5.668,5.872,6.611,6.153,5.77,6.56,7.242,6.433,6.179,-94.792,6.56,6.128,5.437
2/6/2015 10:00,6.763,6.306,6.408,6.102,6.153,6.026,5.231,5.437,6.661,6.712,5.898,5.719,6.813,6.99,6.153,5.565,7.116,7.167,6.23,5.898,6.255,6.636,6.051,5.847,5.796,6.357,5.693,5.616,6.458,6.813,6.128,5.898,5.385,6.331,6.179,5.668,5.719,6.56,6.153,5.77,6.408,7.192,6.458,6.179,-94.792,6.484,6.128,5.462
2/6/2015 10:15,7.217,6.281,6.408,6.102,6,6,5.231,5.437,6.509,6.661,5.924,5.719,6.636,6.965,6.179,5.565,6.965,7.116,6.255,5.898,6.102,6.611,6.077,5.847,5.668,6.306,5.719,5.616,6.331,6.763,6.153,5.898,5.282,6.281,6.179,5.668,5.591,6.509,6.153,5.77,6.255,7.167,6.484,6.179,-94.792,6.433,6.102,5.462
2/6/2015 10:30,7.368,6.281,6.382,6.102,5.847,5.975,5.257,5.437,6.331,6.636,5.949,5.719,6.484,6.914,6.204,5.565,6.788,7.066,6.255,5.898,5.949,6.56,6.077,5.847,5.539,6.255,5.719,5.616,6.204,6.737,6.179,5.898,5.179,6.23,6.179,5.693,5.488,6.458,6.153,5.77,6.128,7.116,6.484,6.179,-94.792,6.357,6.102,5.462
2/6/2015 10:45,7.519,6.281,6.382,6.102,5.693,5.949,5.282,5.437,6.179,6.585,5.949,5.719,6.382,6.864,6.204,5.591,6.611,7.015,6.281,5.898,5.821,6.509,6.102,5.847,5.411,6.23,5.745,5.616,6.077,6.712,6.179,5.924,5.128,6.179,6.179,5.693,5.282,6.408,6.153,5.77,6,7.066,6.509,6.179,-94.792,6.281,6.102,5.462
2/6/2015 11:00,7.945,6.255,6.382,6.102,5.539,5.924,5.308,5.437,6.026,6.535,5.975,5.719,6.23,6.788,6.23,5.591,6.458,6.965,6.306,5.924,5.668,6.458,6.102,5.847,5.282,6.179,5.745,5.616,5.949,6.661,6.204,5.924,5.024,6.102,6.179,5.693,5.154,6.331,6.153,5.77,5.821,7.015,6.509,6.179,-94.792,6.204,6.102,5.488
2/6/2015 11:15,7.92,6.255,6.357,6.102,5.385,5.898,5.334,5.437,5.872,6.509,6,5.719,6.077,6.712,6.255,5.591,6.331,6.914,6.306,5.924,5.539,6.433,6.102,5.847,5.154,6.128,5.745,5.616,5.796,6.611,6.204,5.924,4.895,6.051,6.179,5.693,5.024,6.281,6.153,5.796,5.719,6.965,6.509,6.179,-94.792,6.153,6.077,5.488
2/6/2015 11:30,7.645,6.255,6.357,6.102,5.257,5.847,5.334,5.411,5.719,6.458,6,5.719,5.949,6.636,6.255,5.591,6.281,6.864,6.306,5.924,5.411,6.357,6.102,5.847,5.024,6.102,5.745,5.616,5.668,6.56,6.204,5.924,4.714,6,6.153,5.693,4.947,6.204,6.153,5.796,5.539,6.914,6.535,6.179,-94.792,6.051,6.051,5.488
2/6/2015 11:45,7.92,6.255,6.357,6.102,5.128,5.821,5.36,5.411,5.591,6.408,6.026,5.719,5.821,6.56,6.255,5.591,6.102,6.813,6.331,5.924,5.257,6.306,6.128,5.847,4.921,6.051,5.745,5.616,5.539,6.509,6.23,5.924,4.506,5.898,6.153,5.693,4.766,6.153,6.153,5.796,5.437,6.864,6.535,6.179,-94.792,6,6.051,5.488
2/6/2015 12:00,8.095,6.255,6.357,6.128,4.973,5.796,5.36,5.411,5.437,6.357,6.026,5.719,5.668,6.484,6.255,5.591,5.949,6.712,6.331,5.924,5.128,6.255,6.128,5.847,4.818,6,5.745,5.616,5.411,6.458,6.23,5.924,4.22,5.719,6.153,5.719,4.61,6.102,6.153,5.796,5.282,6.813,6.535,6.179,-94.792,5.924,6.026,5.488
2/6/2015 12:15,7.795,6.255,6.357,6.128,4.844,5.745,5.385,5.411,5.308,6.281,6.026,5.719,5.539,6.408,6.255,5.591,5.847,6.585,6.331,5.924,4.999,6.204,6.128,5.847,4.714,5.949,5.745,5.642,5.282,6.382,6.23,5.924,4.115,5.539,6.102,5.719,4.532,6.026,6.128,5.796,5.179,6.737,6.535,6.204,-94.792,5.847,6,5.514
2/6/2015 12:30,7.494,6.255,6.357,6.128,4.714,5.693,5.385,5.411,5.179,6.23,6.026,5.719,5.411,6.331,6.255,5.591,5.719,6.509,6.331,5.949,4.921,6.153,6.102,5.847,4.61,5.898,5.745,5.642,5.179,6.331,6.23,5.924,4.194,5.539,6.102,5.719,4.402,5.975,6.128,5.796,5.05,6.661,6.535,6.204,-94.792,5.796,6,5.514
2/6/2015 12:45,7.72,6.255,6.357,6.128,4.61,5.668,5.385,5.411,5.024,6.179,6.026,5.719,5.282,6.23,6.255,5.591,5.616,6.408,6.331,5.949,4.766,6.102,6.102,5.847,4.506,5.847,5.745,5.642,5.05,6.255,6.204,5.949,3.749,5.616,6.077,5.745,4.272,5.898,6.102,5.796,4.895,6.611,6.535,6.204,-94.792,5.719,5.975,5.514
2/6/2015 13:00,8.22,6.255,6.331,6.128,4.48,5.616,5.385,5.411,4.921,6.102,6.026,5.745,5.154,6.128,6.255,5.616,5.488,6.331,6.306,5.949,4.636,6.051,6.102,5.872,4.402,5.796,5.745,5.642,4.947,6.179,6.204,5.949,3.827,5.385,6.051,5.745,4.194,5.847,6.102,5.821,4.818,6.56,6.509,6.204,-94.792,5.642,5.949,5.514
2/6/2015 13:15,8.519,6.255,6.331,6.128,4.35,5.565,5.385,5.411,4.792,6.051,6.026,5.745,5.05,6.026,6.23,5.616,5.385,6.255,6.306,5.949,4.506,5.975,6.102,5.872,4.298,5.745,5.719,5.642,4.844,6.102,6.204,5.949,3.722,5.462,6.026,5.745,4.063,5.796,6.077,5.821,4.74,6.484,6.509,6.204,-94.792,5.591,5.924,5.539
2/6/2015 13:30,8.593,6.255,6.331,6.128,4.246,5.514,5.385,5.411,4.662,6,6,5.745,4.921,5.949,6.23,5.616,5.282,6.179,6.306,5.949,4.454,5.924,6.102,5.872,4.194,5.668,5.719,5.642,4.714,6.026,6.204,5.949,3.459,5.334,6,5.745,3.958,5.719,6.051,5.821,4.584,6.408,6.509,6.204,-94.792,5.539,5.898,5.539
2/6/2015 13:45,8.767,6.255,6.331,6.128,4.115,5.462,5.385,5.411,4.558,5.924,6,5.745,4.818,5.898,6.23,5.616,5.179,6.102,6.281,5.949,4.298,5.872,6.077,5.872,4.115,5.616,5.719,5.642,4.61,5.949,6.179,5.949,3.354,5.36,5.975,5.745,3.827,5.668,6.051,5.821,4.48,6.357,6.484,6.204,-94.792,5.462,5.872,5.539
2/6/2015 14:00,8.693,6.255,6.331,6.128,4.011,5.411,5.385,5.411,4.454,5.847,6,5.745,4.688,5.821,6.204,5.616,5.076,6.051,6.255,5.975,4.194,5.796,6.077,5.872,4.037,5.565,5.693,5.642,4.532,5.898,6.179,5.949,3.433,5.205,5.949,5.77,3.722,5.616,6.026,5.821,4.402,6.281,6.484,6.204,-94.792,5.411,5.847,5.539
2/6/2015 14:15,8.519,6.255,6.306,6.128,3.906,5.36,5.385,5.411,4.324,5.796,5.975,5.745,4.558,5.745,6.179,5.616,4.973,6,6.255,5.975,4.089,5.745,6.051,5.898,3.958,5.514,5.693,5.642,4.428,5.821,6.153,5.949,3.301,5.282,5.898,5.77,3.617,5.539,6,5.847,4.324,6.23,6.458,6.204,-94.792,5.334,5.821,5.539
2/6/2015 14:30,8.668,6.255,6.306,6.128,3.801,5.308,5.385,5.411,4.22,5.719,5.975,5.745,4.454,5.693,6.179,5.616,4.869,5.949,6.204,5.975,3.985,5.693,6.051,5.898,3.88,5.488,5.693,5.642,4.324,5.745,6.153,5.949,3.168,5.179,5.898,5.77,3.512,5.488,6,5.847,4.246,6.153,6.458,6.23,-94.792,5.282,5.796,5.565
2/6/2015 14:45,8.643,6.255,6.306,6.153,3.696,5.257,5.385,5.411,4.115,5.642,5.949,5.745,4.324,5.616,6.153,5.642,4.792,5.872,6.179,5.975,3.958,5.616,6.026,5.898,3.775,5.437,5.668,5.642,4.22,5.693,6.128,5.975,3.301,5.154,5.847,5.796,3.406,5.437,5.975,5.847,4.168,6.077,6.433,6.23,-94.792,5.231,5.745,5.565
2/6/2015 15:00,7.619,6.255,6.306,6.153,3.591,5.205,5.36,5.437,4.011,5.591,5.949,5.745,4.194,5.539,6.128,5.642,4.714,5.821,6.128,6,3.854,5.539,6.026,5.898,3.722,5.385,5.642,5.642,4.141,5.616,6.102,5.975,3.142,5.179,5.847,5.796,3.301,5.385,5.949,5.847,4.037,6.026,6.408,6.23,-94.792,5.179,5.745,5.565
2/6/2015 15:15,7.569,6.281,6.306,6.153,3.512,5.128,5.36,5.437,3.906,5.539,5.924,5.77,4.089,5.462,6.102,5.642,4.61,5.77,6.051,6,3.696,5.488,6,5.898,3.643,5.334,5.642,5.668,4.037,5.565,6.051,5.975,2.956,5.102,5.847,5.796,3.195,5.334,5.924,5.847,3.958,5.949,6.382,6.23,-94.792,5.128,5.693,5.565
2/6/2015 15:30,7.569,6.281,6.306,6.153,3.406,5.076,5.334,5.437,3.801,5.462,5.898,5.77,3.958,5.385,6.102,5.642,4.558,5.693,6.026,6,3.617,5.411,5.975,5.898,3.564,5.282,5.642,5.668,3.958,5.514,6.026,5.975,2.69,5.05,5.821,5.796,3.116,5.282,5.898,5.847,3.854,5.898,6.357,6.23,-94.792,5.076,5.668,5.591
2/6/2015 15:45,7.645,6.306,6.306,6.153,3.327,5.024,5.334,5.437,3.722,5.411,5.872,5.77,3.854,5.334,6.051,5.642,4.454,5.642,5.975,6,3.564,5.36,5.949,5.898,3.512,5.231,5.616,5.668,3.88,5.437,6,5.975,2.503,4.973,5.796,5.796,3.009,5.231,5.872,5.847,3.775,5.847,6.331,6.255,-94.792,5.024,5.642,5.591
2/6/2015 16:00,7.444,6.306,6.306,6.153,3.221,4.973,5.334,5.437,3.617,5.36,5.847,5.77,3.722,5.257,6.051,5.642,4.402,5.591,5.924,6,3.459,5.308,5.924,5.898,3.459,5.179,5.591,5.668,3.801,5.385,5.949,6,2.53,4.869,5.745,5.796,2.93,5.179,5.847,5.847,3.696,5.77,6.306,6.255,-94.792,4.999,5.616,5.591
2/6/2015 16:15,7.469,6.306,6.306,6.153,3.142,4.921,5.308,5.437,3.512,5.308,5.847,5.77,3.617,5.179,6.026,5.668,4.298,5.539,5.872,6,3.354,5.257,5.898,5.924,3.38,5.102,5.591,5.668,3.722,5.334,5.924,6,2.503,4.792,5.642,5.821,2.877,5.128,5.821,5.872,3.617,5.719,6.255,6.255,-94.792,4.921,5.565,5.591
2/6/2015 16:30,7.393,6.331,6.306,6.153,3.036,4.869,5.282,5.437,3.433,5.257,5.821,5.77,3.485,5.128,6,5.668,4.22,5.514,5.847,6.026,3.301,5.205,5.847,5.924,3.327,5.05,5.565,5.668,3.643,5.282,5.872,6,2.316,4.74,5.591,5.821,2.823,5.05,5.796,5.872,3.538,5.668,6.23,6.255,-94.792,4.818,5.539,5.591
2/6/2015 16:45,7.268,6.331,6.306,6.153,2.956,4.818,5.282,5.437,3.327,5.205,5.796,5.77,3.38,5.076,5.975,5.668,4.141,5.462,5.796,6.026,3.221,5.179,5.796,5.924,3.248,4.999,5.539,5.693,3.564,5.231,5.821,6,2.262,4.636,5.488,5.821,2.744,4.999,5.77,5.872,3.459,5.591,6.204,6.255,-94.792,4.766,5.514,5.591
2/6/2015 17:00,7.167,6.357,6.331,6.153,2.877,4.766,5.257,5.437,3.248,5.154,5.77,5.796,3.248,5.024,5.949,5.668,4.089,5.437,5.77,6.026,3.168,5.128,5.77,5.924,3.195,4.947,5.539,5.693,3.485,5.179,5.796,6,2.289,4.506,5.36,5.821,2.69,4.921,5.719,5.872,3.38,5.539,6.153,6.255,-94.792,4.636,5.437,5.616
2/6/2015 17:15,7.116,6.357,6.306,6.153,2.823,4.714,5.231,5.437,3.195,5.102,5.745,5.796,3.142,4.973,5.898,5.693,4.011,5.385,5.745,6.026,3.089,5.076,5.719,5.924,3.142,4.895,5.514,5.693,3.406,5.154,5.745,6,2.182,4.454,5.334,5.847,2.61,4.869,5.693,5.898,3.301,5.462,6.128,6.255,-94.792,4.428,5.334,5.616
2/6/2015 17:30,7.015,6.382,6.331,6.153,2.744,4.662,5.231,5.437,3.116,5.05,5.719,5.796,3.009,4.921,5.872,5.693,3.958,5.334,5.693,6.051,3.009,5.05,5.693,5.924,3.089,4.869,5.488,5.693,3.327,5.102,5.719,6,2.101,4.376,5.308,5.847,2.557,4.895,5.668,5.898,3.221,5.411,6.102,6.255,-94.792,4.454,5.128,5.616
2/6/2015 17:45,7.015,6.382,6.331,6.153,2.664,4.61,5.205,5.437,3.063,4.999,5.693,5.796,2.903,4.844,5.847,5.693,3.88,5.282,5.668,6.051,2.956,4.999,5.642,5.949,3.036,4.818,5.488,5.693,3.248,5.05,5.668,6.026,2.101,4.402,5.231,5.847,2.503,4.921,5.616,5.898,3.142,5.334,6.051,6.281,-94.792,4.454,5.05,5.616
2/6/2015 18:00,7.695,6.408,6.331,6.153,2.61,4.584,5.179,5.437,3.009,4.947,5.668,5.796,2.797,4.792,5.821,5.693,3.827,5.257,5.616,6.051,2.877,4.947,5.616,5.949,2.983,4.766,5.437,5.693,3.168,4.999,5.642,6.026,2.262,4.35,5.205,5.847,2.45,4.869,5.565,5.898,3.063,5.282,6.026,6.281,-94.792,4.402,5.076,5.616
2/6/2015 18:15,7.795,6.408,6.331,6.153,2.557,4.532,5.154,5.437,2.93,4.921,5.642,5.796,2.69,4.766,5.796,5.693,3.775,5.205,5.591,6.051,2.823,4.895,5.565,5.949,2.93,4.74,5.437,5.693,3.089,4.947,5.591,6.026,2.343,4.298,5.128,5.847,2.423,4.844,5.539,5.898,2.983,5.231,6,6.281,-94.792,4.376,5.154,5.616
2/6/2015 18:30,7.494,6.408,6.331,6.153,2.477,4.48,5.128,5.437,2.877,4.869,5.616,5.796,2.584,4.714,5.745,5.693,3.722,5.154,5.539,6.051,2.77,4.869,5.539,5.949,2.877,4.714,5.411,5.693,2.983,4.895,5.565,6.026,2.343,4.324,5.102,5.847,2.37,4.818,5.514,5.898,2.903,5.179,5.949,6.281,-94.792,4.48,5.102,5.642
2/6/2015 18:45,6.914,6.433,6.331,6.153,2.45,4.454,5.128,5.437,2.823,4.818,5.565,5.796,2.503,4.662,5.719,5.719,3.67,5.102,5.488,6.051,2.717,4.818,5.514,5.949,2.823,4.662,5.385,5.693,2.85,4.818,5.539,6.026,2.343,4.246,5.102,5.847,2.343,4.766,5.514,5.898,2.823,5.128,5.898,6.281,-94.792,4.402,5.076,5.642
2/6/2015 19:00,6.788,6.458,6.357,6.153,2.396,4.402,5.102,5.437,2.77,4.766,5.539,5.821,2.396,4.61,5.693,5.719,3.643,5.076,5.411,6.051,2.664,4.766,5.488,5.949,2.77,4.636,5.385,5.693,2.797,4.74,5.437,6.026,2.37,4.22,5.076,5.847,2.289,4.714,5.488,5.898,2.69,5.076,5.847,6.306,-94.792,4.35,5.05,5.642
2/6/2015 19:15,6.763,6.458,6.357,6.153,2.343,4.35,5.076,5.437,2.717,4.74,5.514,5.821,2.343,4.584,5.668,5.719,3.643,5.024,5.385,6.051,2.61,4.714,5.437,5.949,2.717,4.61,5.36,5.693,2.744,4.662,5.385,6.026,2.396,4.194,5.024,5.821,2.262,4.662,5.488,5.898,2.637,5.024,5.796,6.306,-94.792,4.298,4.999,5.616
2/6/2015 19:30,6.813,6.458,6.357,6.153,2.289,4.298,5.05,5.437,2.664,4.688,5.488,5.821,2.262,4.558,5.642,5.719,3.67,4.973,5.334,6.077,2.557,4.688,5.411,5.949,2.69,4.558,5.334,5.719,2.744,4.558,5.334,6.051,2.37,4.141,5.024,5.821,2.209,4.61,5.488,5.898,2.584,4.973,5.745,6.306,-94.792,4.246,4.973,5.616
2/6/2015 19:45,6.712,6.458,6.357,6.153,2.236,4.272,5.024,5.462,2.61,4.636,5.462,5.821,2.209,4.558,5.591,5.719,3.696,4.921,5.308,6.077,2.53,4.636,5.385,5.949,2.637,4.532,5.308,5.719,2.744,4.428,5.282,6.051,2.343,4.115,4.999,5.796,2.209,4.584,5.437,5.924,2.53,4.921,5.719,6.306,-94.792,4.298,4.869,5.616
2/6/2015 20:00,6.712,6.458,6.357,6.153,2.209,4.22,4.999,5.462,2.557,4.61,5.437,5.821,2.182,4.532,5.565,5.745,3.67,4.869,5.257,6.077,2.503,4.61,5.36,5.949,2.584,4.506,5.282,5.719,2.744,4.298,5.231,6.051,2.289,4.089,4.973,5.796,2.182,4.532,5.334,5.924,2.503,4.869,5.668,6.306,-94.792,4.246,4.869,5.591
2/6/2015 20:15,6.712,6.458,6.357,6.153,2.155,4.194,4.973,5.462,2.503,4.558,5.411,5.821,2.128,4.506,5.539,5.745,3.617,4.818,5.231,6.077,2.423,4.558,5.334,5.975,2.53,4.454,5.282,5.719,2.77,4.141,5.179,6.051,2.262,4.037,4.947,5.796,2.182,4.792,5.231,5.924,2.503,4.792,5.616,6.306,-94.792,4.298,4.844,5.591
2/6/2015 20:30,6.611,6.458,6.382,6.153,2.128,4.141,4.947,5.462,2.45,4.506,5.385,5.847,2.101,4.454,5.488,5.745,3.564,4.766,5.205,6.077,2.37,4.532,5.282,5.975,2.503,4.428,5.257,5.719,2.797,4.037,5.102,6.051,2.262,3.985,4.921,5.77,2.262,4.869,5.205,5.924,2.477,4.688,5.539,6.306,-94.792,4.141,4.74,5.539
2/6/2015 20:45,6.636,6.484,6.382,6.153,2.074,4.089,4.921,5.462,2.396,4.454,5.334,5.847,2.047,4.402,5.462,5.745,3.538,4.714,5.179,6.102,2.316,4.454,5.205,5.975,2.45,4.402,5.231,5.719,2.797,4.089,5.024,6.051,2.209,3.958,4.895,5.745,2.423,4.844,5.179,5.847,2.503,4.558,5.437,6.306,-94.792,4.168,4.714,5.539
2/6/2015 21:00,6.585,6.484,6.382,6.153,2.047,4.063,4.895,5.462,2.37,4.428,5.308,5.847,2.021,4.324,5.437,5.745,3.459,4.662,5.128,6.102,2.289,4.298,5.102,5.975,2.423,4.35,5.205,5.719,2.717,4.141,5.024,6.026,2.155,3.932,4.869,5.745,2.69,4.921,5.179,5.796,2.557,4.532,5.488,6.331,-94.792,4.115,4.688,5.514
2/6/2015 21:15,6.636,6.484,6.382,6.153,1.994,4.011,4.869,5.462,2.316,4.376,5.282,5.847,1.967,4.246,5.385,5.745,3.406,4.61,5.102,6.102,2.289,4.168,4.999,5.975,2.37,4.324,5.179,5.719,2.664,3.985,4.999,6.026,2.101,3.88,4.844,5.719,2.93,4.895,5.154,5.745,2.53,4.584,5.462,6.331,-94.792,4.141,4.714,5.488
2/6/2015 21:30,6.788,6.484,6.382,6.153,1.967,3.985,4.844,5.462,2.289,4.35,5.257,5.847,1.94,4.168,5.36,5.745,3.354,4.558,5.076,6.102,2.289,4.089,4.973,5.975,2.343,4.298,5.154,5.719,2.69,4.063,4.921,6.051,2.182,3.827,4.818,5.693,2.85,4.869,5.154,5.745,2.503,4.558,5.462,6.331,-94.792,4.089,4.688,5.488
2/6/2015 21:45,6.585,6.484,6.408,6.153,1.94,3.958,4.818,5.462,2.262,4.298,5.231,5.847,1.913,4.089,5.334,5.745,3.274,4.506,5.076,6.102,2.37,4.063,4.973,5.847,2.316,4.246,5.128,5.719,2.797,4.298,4.895,6.051,2.155,3.827,4.792,5.668,2.956,4.869,5.128,5.693,2.557,4.454,5.437,6.331,-94.792,4.141,4.662,5.462
2/6/2015 22:00,6.56,6.484,6.408,6.153,1.913,3.906,4.792,5.462,2.209,4.246,5.205,5.847,1.913,3.985,5.308,5.745,3.195,4.428,5.05,6.102,2.477,4.037,4.869,5.796,2.289,4.22,5.128,5.719,2.93,4.22,4.921,6.026,2.101,3.801,4.766,5.668,2.823,4.818,5.128,5.745,2.396,4.48,5.231,6.382,-94.792,4.037,4.662,5.437
