Date,TemperatureHighF,TemperatureAvgF,TemperatureLowF,DewpointHighF,DewpointAvgF,DewpointLowF,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxIn,PressureMinIn,WindSpeedMaxMPH,WindSpeedAvgMPH,GustSpeedMaxMPH,PrecipitationSumIn
2012-1-13,48.2,30.3,18.1,31.6,23.7,15.6,92,78,42,30.51,30.35,5,1,5,0.00 
2012-1-14,61.2,36.7,19.6,30.6,21.3,14.9,92,62,17,30.35,30.07,18,2,22,0.00 
2012-1-15,49.5,34.1,21.9,26.4,20.4,15.3,78,59,29,30.19,29.99,20,2,27,0.00 
2012-1-16,37.6,24.4,14.0,20.7,15.0,10.6,88,69,41,30.41,30.19,9,1,11,0.00 
2012-1-17,39.7,29.2,16.0,29.3,19.3,11.3,92,68,48,30.43,30.25,18,2,23,0.00 
2012-1-18,44.1,40.6,36.0,39.9,36.5,29.3,94,85,72,30.25,30.06,19,5,19,0.13 
2012-1-19,42.8,40.6,37.9,40.5,38.6,36.7,97,93,83,30.06,29.87,12,2,13,0.26 
2012-1-20,45.3,38.8,33.4,43.0,38.0,32.7,98,97,89,29.97,29.47,8,1,10,0.75 
2012-1-21,44.6,38.1,29.7,41.5,32.5,26.1,97,81,60,30.09,29.48,17,4,20,0.90 
2012-1-22,41.0,35.1,28.9,34.2,30.7,27.1,95,85,62,30.09,29.86,25,4,25,0.02 
2012-1-23,39.4,35.4,32.7,35.1,33.2,31.6,96,92,81,30.27,29.86,5,1,5,0.10 
2012-1-24,41.5,37.9,34.0,40.3,36.3,32.7,96,94,87,30.42,30.26,6,1,9,0.09 
2012-1-25,52.3,44.8,40.6,47.8,43.2,39.6,98,94,82,30.52,30.26,8,2,10,0.02 
2012-1-26,54.7,43.8,32.2,48.2,41.4,30.7,98,92,66,30.48,30.20,8,1,11,0.16 
2012-1-27,45.5,33.4,26.8,34.0,29.6,24.4,97,87,47,30.61,30.48,6,1,6,0.01 
2012-1-28,44.4,30.9,22.3,35.2,26.7,20.3,99,86,51,30.70,30.54,5,1,5,0.01 
2012-1-29,52.2,36.6,25.5,41.0,31.9,24.1,96,84,57,30.54,30.21,18,2,20,0.03 
2012-1-30,45.0,37.9,30.7,40.5,36.1,29.3,98,94,83,30.23,30.11,6,1,8,0.04 
2012-1-31,42.1,35.0,29.7,37.8,32.9,28.2,96,92,84,30.26,30.05,15,1,18,0.20 
2012-2-1,49.5,39.8,31.8,40.8,35.7,30.0,97,86,56,30.45,30.09,10,2,10,0.34 
2012-2-2,52.2,35.3,27.3,35.4,29.8,26.1,97,82,40,30.47,30.25,6,1,7,0.00 
2012-2-3,51.1,34.0,23.7,33.1,26.8,21.7,93,77,36,30.29,30.15,7,1,7,0.01 
2012-2-4,52.2,34.1,23.5,32.2,27.0,21.6,93,77,37,30.29,30.18,6,1,8,0.00 
2012-2-5,53.2,35.1,25.0,34.0,28.2,23.0,94,78,40,30.33,30.15,6,1,7,0.01 
2012-2-6,57.6,37.6,24.6,36.5,27.5,22.6,100,71,27,30.16,29.84,16,2,18,0.00 
2012-2-7,53.4,46.3,37.8,38.3,34.8,26.4,86,65,38,30.08,29.83,19,4,28,0.00 
2012-2-8,54.9,43.2,33.4,42.4,36.9,31.1,92,79,58,30.35,30.08,5,1,6,0.00 
2012-2-9,67.1,45.8,33.1,44.8,36.4,27.3,97,73,25,30.34,30.09,9,2,9,0.00 
2012-2-10,59.4,48.7,41.5,44.1,39.7,30.0,93,73,42,30.14,29.96,17,3,24,0.01 
2012-2-11,54.5,40.6,30.2,41.2,30.0,12.6,100,72,19,30.18,30.04,10,1,10,0.01 
2012-2-12,43.3,32.9,23.2,35.1,27.6,20.3,96,82,49,30.19,29.89,7,1,8,0.08 
2012-2-13,45.0,37.5,32.7,35.6,33.1,30.0,97,85,59,30.12,29.88,10,2,13,0.15 
2012-2-14,48.2,35.5,25.0,36.0,28.7,20.8,100,77,54,30.18,29.99,17,2,17,0.00 
2012-2-15,47.5,33.5,24.8,25.5,22.2,17.4,86,65,32,30.44,30.16,9,2,10,0.00 
2012-2-16,53.2,36.8,23.2,34.9,25.9,19.9,89,68,35,30.51,30.33,6,1,8,0.00 
2012-2-17,59.7,43.3,27.3,44.4,34.6,24.8,92,73,46,30.36,30.16,16,2,17,0.03 
2012-2-18,48.4,38.6,26.1,35.6,24.4,16.5,80,58,34,30.24,30.15,18,2,19,0.03 
2012-2-19,49.1,36.1,21.6,34.5,23.7,14.7,90,64,26,30.24,30.01,14,2,16,0.01 
2012-2-20,54.9,42.1,32.5,43.0,36.9,30.9,100,83,53,30.30,30.03,8,1,8,0.02 
2012-2-21,62.2,47.6,40.8,48.7,42.5,39.0,96,84,50,30.45,30.29,9,1,11,0.02 
2012-2-22,60.6,44.0,31.5,46.0,38.1,29.8,98,82,51,30.46,30.25,10,1,10,0.01 
2012-2-23,55.9,38.9,27.0,33.4,24.8,8.2,88,63,17,30.43,30.27,7,2,7,0.00 
2012-2-24,66.4,41.4,24.1,38.3,27.5,20.7,92,63,23,30.35,29.92,26,3,28,0.09 
2012-2-25,46.8,36.1,25.2,30.9,23.0,18.1,84,60,36,30.42,30.13,13,2,14,0.10 
2012-2-26,37.6,27.9,20.1,28.2,22.3,16.9,92,80,55,30.39,30.06,8,1,9,0.00 
2012-2-27,44.4,33.1,25.9,30.9,24.6,20.5,95,73,41,30.06,29.93,7,1,7,0.00 
2012-2-28,41.5,31.5,21.9,32.7,25.4,16.5,95,79,37,30.09,29.77,23,3,27,0.19 
2012-2-29,37.9,33.5,31.1,31.6,27.9,24.3,95,80,61,30.09,29.83,18,-9,25,0.22 
2012-3-1,42.1,33.7,25.0,33.4,29.1,22.1,95,84,57,30.47,29.98,6,1,7,0.18 
2012-3-2,46.9,31.4,19.4,36.1,25.1,12.2,94,80,26,30.62,30.46,5,1,5,0.01 
2012-3-3,57.6,37.1,25.3,42.6,31.8,23.9,96,83,43,30.64,30.42,6,1,6,0.00 
2012-3-4,63.3,40.9,26.4,43.0,32.9,25.0,96,76,40,30.45,30.15,8,1,9,0.01 
2012-3-5,62.4,43.1,28.0,41.0,30.8,22.8,95,68,24,30.19,29.85,29,5,34,0.00 
2012-3-6,40.1,33.7,25.9,33.3,21.6,17.4,85,62,41,30.28,29.89,15,3,19,0.00 
2012-3-7,54.0,34.1,19.6,28.9,22.3,16.5,89,66,29,30.46,30.28,7,2,10,0.00 
2012-3-8,63.3,40.6,24.3,36.3,28.3,21.0,89,66,27,30.50,30.31,6,2,6,0.00 
2012-3-9,70.9,45.8,27.9,38.7,29.5,19.0,94,61,14,30.41,30.06,11,2,12,0.00 
2012-3-10,64.6,49.0,36.0,37.2,32.6,25.0,78,55,29,30.07,29.79,20,4,22,0.00 
2012-3-11,46.8,41.4,37.6,37.6,31.4,25.3,90,68,50,29.92,29.70,25,6,26,0.27 
2012-3-12,48.9,42.5,34.7,36.1,26.8,18.5,78,54,39,29.90,29.58,24,7,31,0.05 
2012-3-13,46.6,40.4,33.1,36.1,33.0,28.9,96,76,55,29.89,29.53,25,5,29,0.01 
2012-3-14,50.4,42.7,36.9,42.8,38.6,34.3,96,86,71,30.00,29.87,10,2,12,0.09 
2012-3-15,55.0,47.7,41.4,45.3,42.3,37.4,96,82,64,29.99,29.82,22,4,29,0.36 
2012-3-16,44.1,39.6,34.9,40.5,35.7,27.7,95,86,60,29.86,29.44,33,4,37,0.09 
2012-3-17,46.8,36.6,26.8,30.9,25.8,17.2,93,68,32,29.68,29.55,13,2,14,0.09 
2012-3-18,43.7,34.7,27.7,30.9,26.2,16.9,94,73,40,29.97,29.61,20,2,22,0.06 
2012-3-19,42.6,33.3,24.1,32.4,24.5,17.8,86,71,55,30.07,29.96,9,1,10,0.00 
2012-3-20,54.0,43.9,34.2,44.6,38.6,31.5,95,83,65,30.10,30.03,20,3,26,0.02 
2012-3-21,61.0,52.0,47.8,43.2,39.9,37.4,78,64,48,30.07,29.71,21,7,27,0.03 
2012-3-22,51.4,41.3,31.6,40.6,30.0,23.4,92,66,43,29.95,29.72,17,4,21,0.05 
2012-3-23,48.4,38.8,26.1,29.8,24.1,14.9,89,59,29,30.01,29.84,22,6,26,0.00 
2012-3-24,44.4,39.2,33.3,38.7,34.5,27.3,95,84,51,29.89,29.77,23,4,25,0.08 
2012-3-25,45.7,37.9,31.5,40.5,34.7,29.3,100,89,70,29.85,29.76,8,1,10,0.01 
2012-3-26,47.5,38.7,28.6,34.0,30.3,27.1,96,74,51,29.97,29.85,25,5,27,0.02 
2012-3-27,44.4,41.3,38.3,37.8,34.5,29.7,94,77,60,29.87,29.67,31,9,33,0.32 
2012-3-28,49.3,42.3,34.0,38.1,32.8,27.1,95,71,46,30.02,29.75,21,4,21,0.49 
2012-3-29,46.6,44.3,40.6,42.4,39.0,32.0,91,82,61,30.00,29.88,12,4,16,0.25 
2012-3-30,60.3,50.8,44.4,51.6,43.5,37.9,92,77,55,29.92,29.64,15,5,20,1.43 
2012-3-31,52.2,43.8,35.4,42.4,35.4,29.8,92,73,55,29.82,29.34,22,7,35,0.11 
2012-4-1,46.0,39.3,31.8,34.5,31.6,26.1,94,75,51,30.34,29.83,19,5,24,0.12 
2012-4-2,60.4,42.0,29.8,42.1,33.5,27.9,95,75,36,30.38,30.03,7,2,9,0.00 
2012-4-3,60.4,44.7,33.6,42.3,35.5,25.3,94,72,36,30.03,29.83,21,4,25,0.00 
2012-4-4,46.8,37.7,30.4,30.9,26.8,19.6,88,66,38,30.18,29.97,17,4,21,0.00 
2012-4-5,46.0,34.7,25.2,27.5,24.2,20.3,92,68,37,30.23,30.11,11,2,15,0.00 
2012-4-6,52.5,36.8,23.7,28.0,23.4,16.7,89,63,25,30.34,30.19,7,2,13,0.00 
2012-4-7,60.6,46.3,32.4,32.7,24.8,11.7,83,49,17,30.21,30.03,18,3,21,0.00 
2012-4-8,63.7,49.5,33.4,35.2,23.3,5.5,80,43,11,30.06,29.94,19,5,26,0.00 
2012-4-9,63.1,50.6,37.2,36.9,21.0,2.8,79,40,10,29.98,29.74,18,3,32,0.00 
2012-4-10,55.6,48.1,40.5,43.7,35.4,11.7,92,66,19,29.80,29.72,24,4,39,0.06 
2012-4-11,50.5,43.1,35.8,41.7,37.9,32.5,96,83,55,29.78,29.71,14,2,20,0.17 
2012-4-12,51.1,41.1,35.8,36.5,33.8,27.1,93,77,44,29.84,29.71,14,3,24,0.13 
2012-4-13,48.0,39.2,32.9,38.5,35.2,31.8,97,86,60,29.90,29.71,8,1,16,0.01 
2012-4-14,59.5,45.4,34.2,38.5,35.3,32.5,94,71,40,30.21,29.90,9,2,12,0.01 
2012-4-15,65.7,49.7,36.7,44.8,35.4,25.3,90,63,25,30.24,30.12,10,2,13,0.00 
2012-4-16,63.3,54.1,46.2,44.6,41.4,34.0,83,63,39,30.15,30.06,14,2,24,0.00 
2012-4-17,60.4,48.1,35.1,43.9,35.6,28.6,94,66,33,30.16,30.03,10,2,17,0.00 
2012-4-18,60.3,50.2,42.1,48.0,42.0,30.4,89,74,47,30.10,30.04,10,2,15,0.01 
2012-4-19,69.1,55.3,45.0,57.2,49.0,43.2,94,80,56,30.21,30.07,8,1,10,0.01 
2012-4-20,75.7,56.8,40.3,51.4,46.1,38.5,95,71,37,30.24,30.01,8,2,11,0.00 
2012-4-21,82.9,60.5,43.3,55.2,46.5,40.6,95,65,23,30.09,29.87,6,2,7,0.00 
2012-4-22,82.9,62.8,45.7,54.1,47.4,42.8,91,62,27,29.95,29.78,12,3,18,0.00 
2012-4-23,80.8,63.8,48.6,56.8,48.4,43.0,93,63,27,29.86,29.70,16,3,24,0.00 
2012-4-24,75.2,61.6,50.5,48.6,45.2,40.8,81,57,31,29.91,29.77,11,3,14,0.00 
2012-4-25,64.9,55.5,46.4,52.0,45.8,42.1,89,72,44,29.88,29.61,24,5,34,0.06 
2012-4-26,52.5,46.6,41.2,46.9,36.3,28.4,91,68,44,30.21,29.57,16,5,22,0.15 
2012-4-27,57.9,44.9,28.8,40.6,32.3,26.2,90,64,34,30.37,30.21,9,2,14,0.00 
2012-4-28,69.4,54.8,40.1,44.4,40.9,36.7,88,62,37,30.28,30.03,8,2,11,0.00 
2012-4-29,73.8,56.3,37.8,47.5,40.9,21.2,93,62,14,30.11,29.91,7,1,8,0.00 
2012-4-30,66.0,57.9,42.4,47.8,41.4,34.7,74,55,34,29.98,29.85,16,5,19,0.00 
2012-5-1,67.3,48.7,33.1,38.3,31.1,21.4,91,57,18,30.00,29.85,8,1,11,0.00 
2012-5-2,60.8,46.5,30.7,37.2,29.7,23.7,87,56,24,29.99,29.82,12,2,14,0.00 
2012-5-3,59.0,50.2,44.1,47.5,41.7,37.0,93,73,54,29.99,29.73,17,4,27,0.01 
2012-5-4,52.2,47.1,39.6,39.7,34.3,30.7,82,62,46,30.37,30.00,8,2,12,0.02 
2012-5-5,64.6,47.6,32.4,37.0,31.9,24.8,92,60,26,30.46,30.30,8,2,12,0.00 
2012-5-6,71.8,50.9,33.3,40.6,34.9,30.0,90,59,24,30.37,30.17,7,2,9,0.00 
2012-5-7,78.3,56.3,37.6,41.4,37.1,31.5,87,55,21,30.26,30.04,7,2,9,0.00 
2012-5-8,82.2,61.7,42.6,49.5,41.0,36.7,84,52,21,30.11,29.89,8,2,13,0.00 
2012-5-9,79.2,59.3,43.5,44.8,38.5,19.8,81,51,12,30.12,29.85,14,2,14,0.00 
2012-5-10,70.5,52.3,32.4,34.7,27.8,14.7,83,45,14,30.23,30.02,9,2,11,0.00 
2012-5-11,75.4,55.4,35.1,39.6,33.1,18.3,85,49,13,30.16,29.97,7,2,8,0.00 
2012-5-12,83.7,60.8,39.7,50.5,38.6,33.3,81,49,17,30.15,29.98,6,2,7,0.00 
2012-5-13,86.7,65.4,44.2,49.8,41.7,29.7,82,47,13,30.10,29.86,7,2,7,0.00 
2012-5-14,85.5,66.0,48.0,50.9,46.1,41.4,80,52,24,29.94,29.83,11,1,13,0.00 
2012-5-15,86.7,67.0,48.4,53.6,46.8,38.8,85,53,20,29.99,29.85,11,2,12,0.00 
2012-5-16,86.7,66.3,48.4,52.3,40.1,16.9,78,45,10,29.96,29.80,11,2,11,0.00 
2012-5-17,64.6,55.6,44.4,48.6,40.6,24.6,85,59,29,29.99,29.84,8,1,10,0.05 
2012-5-18,70.9,52.9,34.5,38.5,32.3,10.6,90,52,16,30.10,29.95,9,1,9,0.00 
2012-5-19,75.6,57.5,38.8,46.8,38.9,32.5,81,53,28,30.06,29.95,7,1,8,0.00 
2012-5-20,85.5,65.1,45.9,56.1,45.5,40.1,82,52,25,30.05,29.83,10,2,11,0.00 
2012-5-21,73.2,62.6,54.9,52.9,45.2,28.6,75,55,22,29.99,29.84,19,3,24,0.00 
2012-5-22,66.4,56.7,45.5,45.9,39.9,34.9,73,54,38,30.06,29.98,16,4,18,0.00 
2012-5-23,64.6,50.9,37.6,40.8,36.8,31.6,89,62,34,30.10,29.98,13,2,16,0.00 
2012-5-24,60.8,47.5,36.3,38.8,34.2,28.0,87,62,34,30.03,29.76,17,2,17,0.00 
2012-5-25,54.9,45.0,38.5,41.9,36.9,30.7,90,74,56,29.93,29.74,12,1,12,0.05 
2012-5-26,66.9,51.6,39.6,43.9,38.3,29.8,92,64,27,30.06,29.88,11,1,14,0.00 
2012-5-27,71.1,54.7,37.2,44.6,38.9,34.3,90,59,29,30.11,29.97,8,2,9,0.00 
2012-5-28,72.1,56.7,40.5,46.8,42.2,37.4,90,62,34,30.02,29.90,13,1,13,0.00 
2012-5-29,77.4,59.9,39.6,49.5,42.9,36.1,90,58,27,30.07,29.95,8,2,9,0.00 
2012-5-30,81.9,64.4,44.4,49.8,43.3,20.5,92,52,12,30.15,30.01,7,1,9,0.00 
2012-5-31,86.9,68.5,46.9,52.5,46.4,40.8,81,49,23,30.13,29.88,7,1,10,0.00 
2012-6-1,87.3,70.4,52.0,56.3,51.3,43.0,87,55,26,29.94,29.70,8,2,10,0.00 
2012-6-2,80.1,68.1,54.0,53.4,44.6,32.5,79,46,24,29.81,29.71,18,4,20,0.00 
2012-6-3,71.2,59.5,50.0,52.9,44.5,36.1,93,59,39,29.84,29.77,17,2,18,0.04 
2012-6-4,64.8,52.9,40.5,53.2,45.5,37.2,94,78,40,29.97,29.65,22,2,25,0.04 
2012-6-5,55.8,45.6,37.6,44.4,39.1,35.1,94,79,52,30.26,29.97,10,1,11,0.01 
2012-6-6,68.7,52.5,37.0,43.3,37.2,-0.0,94,62,10,30.25,30.01,7,1,8,0.01 
2012-6-7,66.6,54.7,44.2,47.5,41.1,34.7,87,63,35,30.01,29.94,15,2,18,0.00 
2012-6-8,62.2,51.0,39.4,39.0,34.8,31.6,80,56,38,30.06,29.94,10,2,10,0.00 
2012-6-9,66.9,51.4,36.1,37.6,32.9,26.8,82,53,23,30.21,30.06,10,2,10,0.00 
2012-6-10,76.8,56.5,36.1,40.6,34.5,20.5,87,51,14,30.23,30.02,7,1,9,0.00 
2012-6-11,83.1,63.0,42.6,49.1,41.4,32.0,81,50,18,30.11,29.95,8,2,9,0.00 
2012-6-12,82.4,64.9,48.4,51.8,46.6,42.6,83,55,27,30.05,29.87,13,1,14,0.00 
2012-6-13,81.3,64.2,46.2,49.6,42.3,26.4,88,51,17,30.00,29.83,8,2,10,0.00 
2012-6-14,80.4,61.9,43.9,45.5,38.2,26.1,80,47,15,29.96,29.82,10,2,13,0.00 
2012-6-15,84.2,64.5,42.6,48.4,40.6,33.1,73,45,23,30.06,29.92,8,2,9,0.00 
2012-6-16,88.3,69.6,50.0,52.7,47.2,40.6,82,50,21,30.08,29.89,8,1,8,0.00 
2012-6-17,90.0,71.7,53.4,52.3,46.5,30.0,77,46,12,29.94,29.73,9,2,10,0.00 
2012-6-18,76.5,63.4,48.6,49.3,39.6,25.7,78,45,18,29.95,29.78,16,2,17,0.00 
2012-6-19,76.3,58.9,40.6,41.9,33.7,20.5,83,46,14,30.03,29.93,11,2,13,0.00 
2012-6-20,85.3,64.1,41.0,45.7,37.4,19.8,76,43,10,30.01,29.78,8,1,8,0.00 
2012-6-21,90.1,69.8,50.2,50.7,44.3,38.1,77,44,21,29.84,29.59,16,2,16,0.00 
2012-6-22,68.2,58.1,49.1,52.7,46.9,36.0,91,68,32,29.72,29.66,8,1,13,0.12 
2012-6-23,62.4,50.8,43.3,49.3,42.6,34.9,93,75,43,29.88,29.70,20,1,20,0.18 
2012-6-24,68.5,55.0,44.6,46.6,42.5,35.2,95,67,33,29.96,29.88,11,1,11,0.19 
2012-6-25,63.5,52.9,43.2,46.2,42.1,35.2,92,69,41,29.96,29.91,19,2,23,0.00 
2012-6-26,69.6,62.6,51.4,44.4,40.4,35.2,72,47,30,29.99,29.92,7,2,9,0.00 
2012-6-27,82.2,61.3,42.6,52.0,44.6,39.0,91,59,24,29.99,29.80,6,1,7,0.00 
2012-6-28,82.8,65.9,48.7,51.8,47.5,40.6,88,56,25,29.97,29.88,11,2,12,0.00 
2012-6-29,79.0,68.6,58.1,56.1,52.4,48.4,81,58,38,29.98,29.89,9,1,13,0.00 
2012-6-30,78.6,67.6,59.2,59.9,55.6,52.7,92,67,42,29.93,29.81,16,2,16,0.01 
2012-7-1,81.3,68.2,57.6,58.6,55.1,50.2,94,67,36,29.93,29.82,11,1,11,0.01 
2012-7-2,87.3,68.9,52.9,57.6,48.4,29.8,91,55,18,29.90,29.73,13,2,18,0.00 
2012-7-3,81.0,64.5,46.9,48.4,41.9,34.0,78,47,22,29.98,29.84,9,2,10,0.00 
2012-7-4,86.5,66.6,47.1,50.2,44.0,37.6,86,50,18,29.90,29.71,10,1,12,0.00 
2012-7-5,86.4,68.7,50.2,51.8,45.5,39.7,78,47,22,29.90,29.77,14,1,14,0.00 
2012-7-6,88.3,69.9,50.2,50.9,44.9,31.3,79,47,14,29.97,29.86,11,1,11,0.00 
2012-7-7,92.3,71.9,52.3,52.9,46.4,31.5,84,47,12,30.02,29.85,8,1,8,0.00 
2012-7-8,93.7,74.1,55.0,52.2,45.3,29.1,77,42,11,29.97,29.83,12,2,14,0.00 
2012-7-9,92.8,72.9,54.0,50.4,44.4,34.3,69,40,15,29.97,29.86,8,1,9,0.00 
2012-7-10,93.6,74.7,55.8,57.0,49.9,40.3,79,46,17,30.00,29.78,8,1,8,0.00 
2012-7-11,96.6,77.2,57.9,58.1,53.1,46.2,84,48,20,29.92,29.74,8,1,10,0.00 
2012-7-12,94.8,77.0,59.7,58.1,53.7,48.6,77,48,24,29.83,29.69,10,2,14,0.00 
2012-7-13,93.0,74.5,57.9,59.5,53.2,45.3,80,51,20,29.85,29.70,9,1,11,0.00 
2012-7-14,90.0,73.2,57.0,53.8,48.6,36.3,77,46,17,29.89,29.80,11,2,12,0.00 
2012-7-15,89.6,72.8,55.0,55.2,48.6,41.0,78,47,20,29.91,29.66,9,2,11,0.00 
2012-7-16,83.8,67.0,51.1,50.9,46.3,38.8,78,50,23,29.73,29.60,10,2,12,0.00 
2012-7-17,66.4,60.7,55.2,54.9,48.8,44.6,81,66,50,29.94,29.73,10,1,13,0.01 
2012-7-18,75.7,61.5,50.2,51.8,48.1,42.8,90,65,33,29.99,29.91,9,1,10,0.00 
2012-7-19,79.9,63.6,45.7,52.0,44.8,39.9,89,56,27,30.02,29.89,17,2,17,0.00 
2012-7-20,81.9,68.1,53.2,52.3,49.0,46.0,83,54,31,30.06,29.95,9,2,10,0.00 
2012-7-21,90.3,70.9,51.6,56.1,51.0,43.7,86,54,25,30.09,29.86,8,1,9,0.00 
2012-7-22,93.6,74.1,55.9,58.5,51.2,41.5,87,50,19,29.94,29.78,13,2,16,0.00 
2012-7-23,94.5,73.4,54.0,53.6,47.8,41.4,76,44,18,29.96,29.75,8,1,8,0.00 
2012-7-24,91.9,74.1,56.8,55.4,45.6,30.6,79,41,15,29.87,29.75,14,2,15,0.00 
2012-7-25,89.8,72.4,52.2,49.8,43.3,29.8,76,40,13,29.92,29.77,8,-2,9,0.00 
2012-7-26,89.8,72.5,53.6,54.1,48.9,44.2,77,46,23,29.91,29.76,7,1,9,0.00 
2012-7-27,90.3,72.6,55.6,50.9,46.6,41.5,71,43,21,29.95,29.81,13,2,14,0.00 
2012-7-28,89.1,69.9,51.8,50.9,46.0,40.8,74,45,24,30.01,29.87,10,1,10,0.00 
2012-7-29,89.1,71.1,53.6,53.2,49.4,44.8,78,49,26,30.02,29.86,8,1,9,0.00 
2012-7-30,88.9,71.7,54.9,54.1,48.3,36.3,81,49,19,30.03,29.86,8,1,12,0.00 
2012-7-31,91.4,73.0,55.2,54.3,49.3,40.1,82,48,19,29.99,29.86,10,1,11,0.00 
2012-8-1,93.6,73.7,55.4,54.9,45.6,31.6,76,42,12,30.03,29.89,11,1,11,0.00 
2012-8-2,92.5,73.2,52.9,50.7,47.3,38.8,78,44,17,30.02,29.81,9,1,11,0.00 
2012-8-3,95.9,75.1,54.9,52.5,47.9,43.0,73,43,17,29.90,29.69,7,1,8,0.00 
2012-8-4,99.5,78.0,58.1,55.6,50.4,41.4,75,42,14,29.83,29.68,11,1,15,0.00 
2012-8-5,92.5,74.8,59.2,70.7,52.0,42.8,80,48,21,29.99,29.78,10,1,15,0.03 
2012-8-6,92.5,71.3,50.5,54.5,48.0,34.3,89,52,16,30.06,29.93,11,1,11,0.00 
2012-8-7,91.0,72.5,53.1,53.4,46.1,36.7,81,44,16,30.02,29.86,9,1,10,0.00 
2012-8-8,91.6,72.1,53.4,48.4,44.6,39.2,72,41,18,30.06,29.90,7,1,8,0.00 
2012-8-9,95.4,72.4,52.5,51.4,44.6,30.0,77,42,11,30.01,29.83,9,1,17,0.00 
2012-8-10,92.5,72.7,54.1,50.9,46.9,42.1,74,44,18,29.93,29.76,9,1,17,0.00 
2012-8-11,95.7,72.7,53.2,55.9,47.7,40.3,80,46,16,29.91,29.73,6,1,7,0.00 
2012-8-12,101.8,76.5,54.7,51.3,44.5,28.6,74,38,8,29.87,29.71,7,1,9,0.00 
2012-8-13,100.0,78.5,57.6,53.1,46.3,37.9,67,36,12,29.88,29.73,7,1,8,0.00 
2012-8-14,99.5,78.4,60.4,54.0,49.5,39.6,70,41,13,29.84,29.64,5,1,6,0.00 
2012-8-15,97.9,77.6,59.2,56.1,50.0,40.1,69,41,15,29.79,29.66,11,1,12,0.00 
2012-8-16,99.9,79.9,62.8,59.2,53.4,43.7,75,44,17,29.86,29.73,8,1,9,0.00 
2012-8-17,99.9,79.0,60.1,56.1,50.1,41.0,72,41,14,29.92,29.74,9,1,9,0.00 
2012-8-18,96.1,77.8,62.2,51.3,45.4,36.0,61,35,15,29.87,29.72,12,2,15,0.00 
2012-8-19,92.8,72.3,54.1,48.0,41.6,30.0,69,37,11,29.92,29.80,12,1,15,0.00 
2012-8-20,93.6,72.2,52.0,47.8,41.1,35.6,74,37,14,29.94,29.75,12,1,12,0.00 
2012-8-21,90.9,71.0,52.7,49.5,43.3,28.0,70,41,12,29.87,29.76,9,1,11,0.00 
2012-8-22,89.4,71.1,52.9,51.8,46.3,39.6,82,46,21,29.94,29.78,8,1,8,0.00 
2012-8-23,90.0,70.2,53.2,50.4,43.0,27.5,75,42,11,29.91,29.76,12,1,12,0.00 
2012-8-24,89.1,68.7,51.1,52.2,46.3,43.0,76,48,22,29.95,29.74,7,1,7,0.00 
2012-8-25,90.9,70.1,51.4,49.8,43.7,34.2,79,44,14,29.81,29.62,9,1,11,0.00 
2012-8-26,83.7,65.9,48.2,45.7,38.2,33.3,71,40,17,29.90,29.70,14,2,20,0.00 
2012-8-27,83.5,65.0,45.9,50.5,43.3,34.7,74,48,28,29.99,29.89,11,2,15,0.00 
2012-8-28,84.0,65.7,48.6,52.7,45.8,38.3,92,54,21,29.99,29.87,11,1,13,0.00 
2012-8-29,82.4,62.4,43.9,46.2,41.5,33.6,85,51,19,30.05,29.85,7,1,7,0.00 
2012-8-30,87.3,64.5,46.9,48.4,41.2,34.9,78,47,17,29.92,29.69,7,1,8,0.00 
2012-8-31,87.3,66.8,47.7,45.9,39.0,23.0,75,42,10,29.85,29.70,7,1,10,0.00 
2012-9-1,83.7,65.3,47.8,46.6,42.3,38.3,75,47,21,30.01,29.85,7,1,7,0.00 
2012-9-2,86.4,66.4,48.4,49.6,43.8,34.2,85,50,17,30.06,29.87,6,1,7,0.00 
2012-9-3,89.1,67.2,48.0,45.9,41.8,34.9,79,45,15,30.01,29.85,6,1,7,0.00 
2012-9-4,89.8,68.0,49.3,45.9,41.2,33.1,74,42,15,30.05,29.87,7,1,8,0.00 
2012-9-5,89.8,67.9,46.8,43.7,38.6,28.9,75,40,12,30.00,29.81,8,1,8,0.00 
2012-9-6,86.7,67.4,48.9,43.3,38.8,30.4,74,39,16,29.96,29.82,15,2,15,0.00 
2012-9-7,89.1,67.2,46.6,42.3,38.3,33.1,70,39,16,30.08,29.94,15,2,16,0.00 
2012-9-8,89.4,69.8,52.0,52.3,42.1,36.3,71,39,24,30.02,29.81,11,1,13,0.00 
2012-9-9,85.6,65.1,45.7,42.6,36.4,25.7,77,40,12,29.95,29.81,8,1,9,0.00 
2012-9-10,80.2,62.0,43.5,46.4,39.7,36.7,79,48,23,30.05,29.86,10,1,10,0.00 
2012-9-11,83.8,62.5,42.4,45.7,40.7,35.2,85,50,19,30.04,29.89,7,1,8,0.00 
2012-9-12,90.0,65.5,43.3,41.4,36.4,31.5,74,39,13,30.14,29.97,7,1,7,0.00 
2012-9-13,93.6,68.6,47.1,43.7,37.8,30.0,70,37,12,30.15,29.97,7,1,8,0.00 
2012-9-14,89.6,69.5,50.7,50.0,43.8,39.9,69,43,21,30.06,29.90,14,1,17,0.00 
2012-9-15,88.2,67.8,49.8,51.3,42.6,31.5,82,46,14,30.06,29.92,7,1,10,0.00 
