Date,C1,C2,C3,H1,H2,H3,L1,L2,L3,N1,N2
2/19/2015 6:45:00,0.005903173,0.005903173,0.005903173,0.005903173,0.005903173,0.005903173,0.005903173,0.005903173,0.005903173,0,0
2/19/2015 7:00:00,0.005869707,0.005869707,0.005869707,0.005869707,0.005869707,0.005869707,0.005869707,0.005869707,0.005869707,0,0
2/19/2015 7:15:00,0.005897561,0.005897561,0.005897561,0.005897561,0.005897561,0.005897561,0.005897561,0.005897561,0.005897561,0,0
2/19/2015 7:30:00,0.005866442,0.005866442,0.005866442,0.005866442,0.005866442,0.005866442,0.005866442,0.005866442,0.005866442,0,0
2/19/2015 7:45:00,0.005850704,0.005850704,0.005850704,0.005850704,0.005850704,0.005850704,0.005850704,0.005850704,0.005850704,0,0
2/19/2015 8:00:00,0.005886109,0.005886109,0.005886109,0.005886109,0.005886109,0.005886109,0.005886109,0.005886109,0.005886109,0,0
2/19/2015 8:15:00,0.005867309,0.005867309,0.005867309,0.005867309,0.005867309,0.005867309,0.005867309,0.005867309,0.005867309,0,0
2/19/2015 8:30:00,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0,0
2/19/2015 8:45:00,0.005869962,0.005869962,0.005869962,0.005869962,0.005869962,0.005869962,0.005869962,0.005869962,0.005869962,0,0
2/19/2015 9:00:00,0.005872283,0.005872283,0.005872283,0.005872283,0.005872283,0.005872283,0.005872283,0.005872283,0.005872283,0,0
2/19/2015 9:15:00,0.005877079,0.005877079,0.005877079,0.005877079,0.005877079,0.005877079,0.005877079,0.005877079,0.005877079,0,0
2/19/2015 9:30:00,0.005849429,0.005849429,0.005849429,0.005849429,0.005849429,0.005849429,0.005849429,0.005849429,0.005849429,0,0
2/19/2015 9:45:00,0.005848026,0.005848026,0.005848026,0.005848026,0.005848026,0.005848026,0.005848026,0.005848026,0.005848026,0,0
2/19/2015 10:00:00,0.006023875,0.006023875,0.006023875,0.006023875,0.006023875,0.006023875,0.006023875,0.006023875,0.006023875,0,0
2/19/2015 10:15:00,0.005691001,0.005691001,0.005691001,0.005691001,0.005691001,0.005691001,0.005691001,0.005691001,0.005691001,0,0
2/19/2015 10:30:00,0.005528007,0.005528007,0.005528007,0.005528007,0.005528007,0.005528007,0.005528007,0.005528007,0.005528007,0,0
2/19/2015 10:45:00,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0.005881543,0,0
2/19/2015 11:00:00,0,0.023336777,0.023336777,0,0,0,0,0,0,0,0
2/19/2015 11:15:00,0,0.032995868,0.032995868,0,0,0,0,0,0,0,0
2/19/2015 11:30:00,0,0.029710744,0.029710744,0,0,0,0,0,0,0,0
