"","X2","X34","X0","X2009.01.26.11.55.00"
"622392",2,34,0,"2015-01-26 12:55:00"
"622393",2,34,0,"2015-01-26 13:00:00"
"622394",2,34,0,"2015-01-26 13:05:00"
"622395",2,34,0,"2015-01-26 13:10:00"
"622396",2,34,0,"2015-01-26 13:15:00"
"622397",2,34,0,"2015-01-26 13:20:00"
"622398",2,34,0,"2015-01-26 13:25:00"
"622399",2,34,0,"2015-01-26 13:30:00"
"622400",2,34,0,"2015-01-26 13:35:00"
"622401",2,34,0,"2015-01-26 13:40:00"
"622402",2,34,0,"2015-01-26 13:45:00"
"622403",2,34,0,"2015-01-26 13:50:00"
"622404",2,34,0,"2015-01-26 13:55:00"
"622405",2,34,0,"2015-01-26 14:00:00"
"622406",2,34,0,"2015-01-26 14:05:00"
"622407",2,34,0,"2015-01-26 14:10:00"
"622408",2,34,0.254,"2015-01-26 14:15:00"
"622409",2,34,0,"2015-01-26 14:20:00"
"622410",2,34,0,"2015-01-26 14:25:00"
"622411",2,34,0,"2015-01-26 14:30:00"
"622412",2,34,0,"2015-01-26 14:35:00"
"622413",2,34,0,"2015-01-26 14:40:00"
"622414",2,34,0,"2015-01-26 14:45:00"
"622415",2,34,0,"2015-01-26 14:50:00"
"622416",2,34,0,"2015-01-26 14:55:00"
"622417",2,34,0,"2015-01-26 15:00:00"
"622418",2,34,0,"2015-01-26 15:05:00"
"622419",2,34,0,"2015-01-26 15:10:00"
"622420",2,34,0,"2015-01-26 15:15:00"
"622421",2,34,0,"2015-01-26 15:20:00"
"622422",2,34,0,"2015-01-26 15:25:00"
"622423",2,34,0,"2015-01-26 15:30:00"
"622424",2,34,0,"2015-01-26 15:35:00"
"622425",2,34,0,"2015-01-26 15:40:00"
"622426",2,34,0,"2015-01-26 15:45:00"
"622427",2,34,0,"2015-01-26 15:50:00"
"622428",2,34,0,"2015-01-26 15:55:00"
"622429",2,34,0,"2015-01-26 16:00:00"
"622430",2,34,0,"2015-01-26 16:05:00"
"622431",2,34,0,"2015-01-26 16:10:00"
"622432",2,34,0,"2015-01-26 16:15:00"
"622433",2,34,0,"2015-01-26 16:20:00"
"622434",2,34,0,"2015-01-26 16:25:00"
"622435",2,34,0,"2015-01-26 16:30:00"
"622436",2,34,0,"2015-01-26 16:35:00"
"622437",2,34,0,"2015-01-26 16:40:00"
"622438",2,34,0,"2015-01-26 16:45:00"
"622439",2,34,0,"2015-01-26 16:50:00"
"622440",2,34,0,"2015-01-26 16:55:00"
"622441",2,34,0,"2015-01-26 17:00:00"
"622442",2,34,0,"2015-01-26 17:05:00"
"622443",2,34,0,"2015-01-26 17:10:00"
"622444",2,34,0,"2015-01-26 17:15:00"
"622445",2,34,0,"2015-01-26 17:20:00"
"622446",2,34,0,"2015-01-26 17:25:00"
"622447",2,34,0,"2015-01-26 17:30:00"
"622448",2,34,0,"2015-01-26 17:35:00"
"622449",2,34,0,"2015-01-26 17:40:00"
"622450",2,34,0,"2015-01-26 17:45:00"
"622451",2,34,0,"2015-01-26 17:50:00"
"622452",2,34,0,"2015-01-26 17:55:00"
"622453",2,34,0,"2015-01-26 18:00:00"
"622454",2,34,0,"2015-01-26 18:05:00"
"622455",2,34,0,"2015-01-26 18:10:00"
"622456",2,34,0,"2015-01-26 18:15:00"
"622457",2,34,0,"2015-01-26 18:20:00"
"622458",2,34,0,"2015-01-26 18:25:00"
"622459",2,34,0,"2015-01-26 18:30:00"
"622460",2,34,0,"2015-01-26 18:35:00"
"622461",2,34,0,"2015-01-26 18:40:00"
"622462",2,34,0,"2015-01-26 18:45:00"
"622463",2,34,0,"2015-01-26 18:50:00"
"622464",2,34,0,"2015-01-26 18:55:00"
"622465",2,34,0,"2015-01-26 19:00:00"
"622466",2,34,0,"2015-01-26 19:05:00"
"622467",2,34,0,"2015-01-26 19:10:00"
"622468",2,34,0,"2015-01-26 19:15:00"
"622469",2,34,0,"2015-01-26 19:20:00"
"622470",2,34,0,"2015-01-26 19:25:00"
"622471",2,34,0,"2015-01-26 19:30:00"
"622472",2,34,0,"2015-01-26 19:35:00"
"622473",2,34,0,"2015-01-26 19:40:00"
"622474",2,34,0,"2015-01-26 19:45:00"
"622475",2,34,0,"2015-01-26 19:50:00"
"622476",2,34,0,"2015-01-26 19:55:00"
"622477",2,34,0,"2015-01-26 20:00:00"
"622478",2,34,0,"2015-01-26 20:05:00"
"622479",2,34,0,"2015-01-26 20:10:00"
"622480",2,34,0,"2015-01-26 20:15:00"
"622481",2,34,0,"2015-01-26 20:20:00"
"622482",2,34,0,"2015-01-26 20:25:00"
"622483",2,34,0,"2015-01-26 20:30:00"
"622484",2,34,0,"2015-01-26 20:35:00"
"622485",2,34,0,"2015-01-26 20:40:00"
"622486",2,34,0,"2015-01-26 20:45:00"
"622487",2,34,0,"2015-01-26 20:50:00"
"622488",2,34,0,"2015-01-26 20:55:00"
"622489",2,34,0,"2015-01-26 21:00:00"
"622490",2,34,0,"2015-01-26 21:05:00"
"622491",2,34,0,"2015-01-26 21:10:00"
"622492",2,34,0,"2015-01-26 21:15:00"
"622493",2,34,0,"2015-01-26 21:20:00"
"622494",2,34,0,"2015-01-26 21:25:00"
"622495",2,34,0,"2015-01-26 21:30:00"
"622496",2,34,0,"2015-01-26 21:35:00"
"622497",2,34,0,"2015-01-26 21:40:00"
"622498",2,34,0,"2015-01-26 21:45:00"
"622499",2,34,0,"2015-01-26 21:50:00"
"622500",2,34,0,"2015-01-26 21:55:00"
"622501",2,34,0,"2015-01-26 22:00:00"
"622502",2,34,0,"2015-01-26 22:05:00"
"622503",2,34,0,"2015-01-26 22:10:00"
"622504",2,34,0,"2015-01-26 22:15:00"
"622505",2,34,0,"2015-01-26 22:20:00"
"622506",2,34,0,"2015-01-26 22:25:00"
"622507",2,34,0,"2015-01-26 22:30:00"
"622508",2,34,0,"2015-01-26 22:35:00"
"622509",2,34,0,"2015-01-26 22:40:00"
"622510",2,34,0,"2015-01-26 22:45:00"
"622511",2,34,0,"2015-01-26 22:50:00"
"622512",2,34,0,"2015-01-26 22:55:00"
"622513",2,34,0,"2015-01-26 23:00:00"
"622514",2,34,0,"2015-01-26 23:05:00"
"622515",2,34,0,"2015-01-26 23:10:00"
"622516",2,34,0,"2015-01-26 23:15:00"
"622517",2,34,0,"2015-01-26 23:20:00"
"622518",2,34,0,"2015-01-26 23:25:00"
"622519",2,34,0,"2015-01-26 23:30:00"
"622520",2,34,0,"2015-01-26 23:35:00"
"622521",2,34,0,"2015-01-26 23:40:00"
"622522",2,34,0,"2015-01-26 23:45:00"
"622523",2,34,0,"2015-01-26 23:50:00"
"622524",2,34,0,"2015-01-26 23:55:00"
"622525",2,34,0,"2015-01-27 00:00:00"
"622526",2,34,0,"2015-01-27 00:05:00"
"622527",2,34,0,"2015-01-27 00:10:00"
"622528",2,34,0,"2015-01-27 00:15:00"
"622529",2,34,0,"2015-01-27 00:20:00"
"622530",2,34,0,"2015-01-27 00:25:00"
"622531",2,34,0,"2015-01-27 00:30:00"
"622532",2,34,0,"2015-01-27 00:35:00"
"622533",2,34,0,"2015-01-27 00:40:00"
"622534",2,34,0,"2015-01-27 00:45:00"
"622535",2,34,0,"2015-01-27 00:50:00"
"622536",2,34,0,"2015-01-27 00:55:00"
"622537",2,34,0,"2015-01-27 01:00:00"
"622538",2,34,0,"2015-01-27 01:05:00"
"622539",2,34,0,"2015-01-27 01:10:00"
"622540",2,34,0,"2015-01-27 01:15:00"
"622541",2,34,0,"2015-01-27 01:20:00"
"622542",2,34,0,"2015-01-27 01:25:00"
"622543",2,34,0,"2015-01-27 01:30:00"
"622544",2,34,0,"2015-01-27 01:35:00"
"622545",2,34,0,"2015-01-27 01:40:00"
"622546",2,34,0,"2015-01-27 01:45:00"
"622547",2,34,0,"2015-01-27 01:50:00"
"622548",2,34,0,"2015-01-27 01:55:00"
"622549",2,34,0,"2015-01-27 02:00:00"
"622550",2,34,0,"2015-01-27 02:05:00"
"622551",2,34,0,"2015-01-27 02:10:00"
"622552",2,34,0,"2015-01-27 02:15:00"
"622553",2,34,0,"2015-01-27 02:20:00"
"622554",2,34,0,"2015-01-27 02:25:00"
"622555",2,34,0,"2015-01-27 02:30:00"
"622556",2,34,0,"2015-01-27 02:35:00"
"622557",2,34,0,"2015-01-27 02:40:00"
"622558",2,34,0,"2015-01-27 02:45:00"
"622559",2,34,0,"2015-01-27 02:50:00"
"622560",2,34,0,"2015-01-27 02:55:00"
"622561",2,34,0,"2015-01-27 03:00:00"
"622562",2,34,0,"2015-01-27 03:05:00"
"622563",2,34,0,"2015-01-27 03:10:00"
"622564",2,34,0,"2015-01-27 03:15:00"
"622565",2,34,0,"2015-01-27 03:20:00"
"622566",2,34,0,"2015-01-27 03:25:00"
"622567",2,34,0,"2015-01-27 03:30:00"
"622568",2,34,0,"2015-01-27 03:35:00"
"622569",2,34,0,"2015-01-27 03:40:00"
"622570",2,34,0,"2015-01-27 03:45:00"
"622571",2,34,0,"2015-01-27 03:50:00"
"622572",2,34,0,"2015-01-27 03:55:00"
"622573",2,34,0,"2015-01-27 04:00:00"
"622574",2,34,0,"2015-01-27 04:05:00"
"622575",2,34,0,"2015-01-27 04:10:00"
"622576",2,34,0,"2015-01-27 04:15:00"
"622577",2,34,0,"2015-01-27 04:20:00"
"622578",2,34,0,"2015-01-27 04:25:00"
"622579",2,34,0,"2015-01-27 04:30:00"
"622580",2,34,0,"2015-01-27 04:35:00"
"622581",2,34,0,"2015-01-27 04:40:00"
"622582",2,34,0,"2015-01-27 04:45:00"
"622583",2,34,0,"2015-01-27 04:50:00"
"622584",2,34,0,"2015-01-27 04:55:00"
"622585",2,34,0,"2015-01-27 05:00:00"
"622586",2,34,0,"2015-01-27 05:05:00"
"622587",2,34,0,"2015-01-27 05:10:00"
"622588",2,34,0,"2015-01-27 05:15:00"
"622589",2,34,0,"2015-01-27 05:20:00"
"622590",2,34,0,"2015-01-27 05:25:00"
"622591",2,34,0,"2015-01-27 05:30:00"
"622592",2,34,0,"2015-01-27 05:35:00"
"622593",2,34,0,"2015-01-27 05:40:00"
"622594",2,34,0,"2015-01-27 05:45:00"
"622595",2,34,0,"2015-01-27 05:50:00"
"622596",2,34,0,"2015-01-27 05:55:00"
"622597",2,34,0,"2015-01-27 06:00:00"
"622598",2,34,0,"2015-01-27 06:05:00"
"622599",2,34,0,"2015-01-27 06:10:00"
"622600",2,34,0,"2015-01-27 06:15:00"
"622601",2,34,0,"2015-01-27 06:20:00"
"622602",2,34,0,"2015-01-27 06:25:00"
"622603",2,34,0,"2015-01-27 06:30:00"
"622604",2,34,0,"2015-01-27 06:35:00"
"622605",2,34,0,"2015-01-27 06:40:00"
"622606",2,34,0,"2015-01-27 06:45:00"
"622607",2,34,0,"2015-01-27 06:50:00"
"622608",2,34,0,"2015-01-27 06:55:00"
"622609",2,34,0,"2015-01-27 07:00:00"
"622610",2,34,0,"2015-01-27 07:05:00"
"622611",2,34,0,"2015-01-27 07:10:00"
"622612",2,34,0,"2015-01-27 07:15:00"
"622613",2,34,0,"2015-01-27 07:20:00"
"622614",2,34,0,"2015-01-27 07:25:00"
"622615",2,34,0,"2015-01-27 07:30:00"
"622616",2,34,0,"2015-01-27 07:35:00"
"622617",2,34,0,"2015-01-27 07:40:00"
"622618",2,34,0,"2015-01-27 07:45:00"
"622619",2,34,0,"2015-01-27 07:50:00"
"622620",2,34,0,"2015-01-27 07:55:00"
"622621",2,34,0,"2015-01-27 08:00:00"
"622622",2,34,0,"2015-01-27 08:05:00"
"622623",2,34,0,"2015-01-27 08:10:00"
"622624",2,34,0,"2015-01-27 08:15:00"
"622625",2,34,0,"2015-01-27 08:20:00"
"622626",2,34,0,"2015-01-27 08:25:00"
"622627",2,34,0,"2015-01-27 08:30:00"
"622628",2,34,0,"2015-01-27 08:35:00"
"622629",2,34,0,"2015-01-27 08:40:00"
"622630",2,34,0,"2015-01-27 08:45:00"
"622631",2,34,0,"2015-01-27 08:50:00"
"622632",2,34,0,"2015-01-27 08:55:00"
"622633",2,34,0,"2015-01-27 09:00:00"
"622634",2,34,0,"2015-01-27 09:05:00"
"622635",2,34,0,"2015-01-27 09:10:00"
"622636",2,34,0,"2015-01-27 09:15:00"
"622637",2,34,0,"2015-01-27 09:20:00"
"622638",2,34,0,"2015-01-27 09:25:00"
"622639",2,34,0,"2015-01-27 09:30:00"
"622640",2,34,0,"2015-01-27 09:35:00"
"622641",2,34,0,"2015-01-27 09:40:00"
"622642",2,34,0,"2015-01-27 09:45:00"
"622643",2,34,0,"2015-01-27 09:50:00"
"622644",2,34,0,"2015-01-27 09:55:00"
"622645",2,34,0,"2015-01-27 10:00:00"
"622646",2,34,0,"2015-01-27 10:05:00"
"622647",2,34,0,"2015-01-27 10:10:00"
"622648",2,34,0,"2015-01-27 10:15:00"
"622649",2,34,0,"2015-01-27 10:20:00"
"622650",2,34,0,"2015-01-27 10:25:00"
"622651",2,34,0,"2015-01-27 10:30:00"
"622652",2,34,0,"2015-01-27 10:35:00"
"622653",2,34,0,"2015-01-27 10:40:00"
"622654",2,34,0,"2015-01-27 10:45:00"
"622655",2,34,0,"2015-01-27 10:50:00"
"622656",2,34,0,"2015-01-27 10:55:00"
"622657",2,34,0,"2015-01-27 11:00:00"
"622658",2,34,0,"2015-01-27 11:05:00"
"622659",2,34,0,"2015-01-27 11:10:00"
"622660",2,34,0,"2015-01-27 11:15:00"
"622661",2,34,0,"2015-01-27 11:20:00"
"622662",2,34,0,"2015-01-27 11:25:00"
"622663",2,34,0,"2015-01-27 11:30:00"
"622664",2,34,0,"2015-01-27 11:35:00"
"622665",2,34,0,"2015-01-27 11:40:00"
"622666",2,34,0,"2015-01-27 11:45:00"
"622667",2,34,0,"2015-01-27 11:50:00"
"622668",2,34,0,"2015-01-27 11:55:00"
"622669",2,34,0,"2015-01-27 12:00:00"
"622670",2,34,0,"2015-01-27 12:05:00"
"622671",2,34,0,"2015-01-27 12:10:00"
"622672",2,34,0,"2015-01-27 12:15:00"
"622673",2,34,0,"2015-01-27 12:20:00"
"622674",2,34,0,"2015-01-27 12:25:00"
"622675",2,34,0,"2015-01-27 12:30:00"
"622676",2,34,0,"2015-01-27 12:35:00"
"622677",2,34,0,"2015-01-27 12:40:00"
"622678",2,34,0,"2015-01-27 12:45:00"
"622679",2,34,0,"2015-01-27 12:50:00"
"622680",2,34,0,"2015-01-27 12:55:00"
"622681",2,34,0,"2015-01-27 13:00:00"
"622682",2,34,0,"2015-01-27 13:05:00"
"622683",2,34,0,"2015-01-27 13:10:00"
"622684",2,34,0,"2015-01-27 13:15:00"
"622685",2,34,0,"2015-01-27 13:20:00"
"622686",2,34,0,"2015-01-27 13:25:00"
"622687",2,34,0,"2015-01-27 13:30:00"
"622688",2,34,0,"2015-01-27 13:35:00"
"622689",2,34,0,"2015-01-27 13:40:00"
"622690",2,34,0,"2015-01-27 13:45:00"
"622691",2,34,0,"2015-01-27 13:50:00"
"622692",2,34,0,"2015-01-27 13:55:00"
"622693",2,34,0,"2015-01-27 14:00:00"
"622694",2,34,0,"2015-01-27 14:05:00"
"622695",2,34,0,"2015-01-27 14:10:00"
"622696",2,34,0,"2015-01-27 14:15:00"
"622697",2,34,0,"2015-01-27 14:20:00"
"622698",2,34,0,"2015-01-27 14:25:00"
"622699",2,34,0,"2015-01-27 14:30:00"
"622700",2,34,0,"2015-01-27 14:35:00"
"622701",2,34,0,"2015-01-27 14:40:00"
"622702",2,34,0,"2015-01-27 14:45:00"
"622703",2,34,0,"2015-01-27 14:50:00"
"622704",2,34,0,"2015-01-27 14:55:00"
"622705",2,34,0,"2015-01-27 15:00:00"
"622706",2,34,0,"2015-01-27 15:05:00"
"622707",2,34,0,"2015-01-27 15:10:00"
"622708",2,34,0,"2015-01-27 15:15:00"
"622709",2,34,0,"2015-01-27 15:20:00"
"622710",2,34,0,"2015-01-27 15:25:00"
"622711",2,34,0,"2015-01-27 15:30:00"
"622712",2,34,0,"2015-01-27 15:35:00"
"622713",2,34,0,"2015-01-27 15:40:00"
"622714",2,34,0,"2015-01-27 15:45:00"
"622715",2,34,0,"2015-01-27 15:50:00"
"622716",2,34,0,"2015-01-27 15:55:00"
"622717",2,34,0,"2015-01-27 16:00:00"
"622718",2,34,0,"2015-01-27 16:05:00"
"622719",2,34,0,"2015-01-27 16:10:00"
"622720",2,34,0,"2015-01-27 16:15:00"
"622721",2,34,0,"2015-01-27 16:20:00"
